BIBLIOGRAFÍA;AUTOR;CORDEMÁFORO;TÍTULO;FECHA;TEMA;PAÍS;CONCORDANCIA;Válido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perífrasis;Observaciones
c1553-1556 VILLALÓN, CRISTÓBAL DE, El Crótalon de Cristóforo Gnofoso [España] [Asunción Rallo, Madrid, Cátedra, 1990] Novela;VILLALÓN, CRISTÓBAL DE;;El Crótalon de Cristóforo Gnofoso;c1553-1556;Novela;España;"y adornadas de preciosas joyas y muy alto brocado. No entrábamos en casa donde no nos diessen abundantemente de comer y beber, y pessábales porque no reçibíamos más; tanto era su buen deseo de nos tener. Topábamos cada día a la riqueza y a la mentira por las calles por los lodos arrastradas, baldonadas y escarneçidas, que todos los hombres por nuestra devoción y amistad gritaban y corrían, y las echaban de su conversaçión y compañía como a enemigas de su contento y prosperidad. De lo cual estas dos falsarias y malas compañeras reçebían grande injuria y vituperio, y con rabia muy canina buscaban los medios posibles para se satisfazer; juntábanse";no;;;;;;
c1553-1556 VILLALÓN, CRISTÓBAL DE, El Crótalon de Cristóforo Gnofoso [España] [Asunción Rallo, Madrid, Cátedra, 1990] Novela;VILLALÓN, CRISTÓBAL DE;;El Crótalon de Cristóforo Gnofoso;c1553-1556;Novela;España;Miçilo O Demophón, que sin lágrimas no te lo puedo dezir, porque sé yo solo lo mucho que perdí. Habíanme tanto favoreçido los hados que creo que en el mundo no haya sido hombre tan feliz como yo. Pero paréçeme que este favor fue para escarneçer de mí, pues me comunicaron tan gran bien con tanta brevedad, que no parece sino que como anguila se me deleznó. Solamente me pareçe que entendí mientra le tuve en le apretar en el puño para le poseer, y cuando pensé que le tenía con alguna seguridad se me fue. También sospecho que los hados;si;no;si;infinitivo;animado;;
1569 TORQUEMADA, ANTONIO DE, Jardín de flores curiosas [España] [Lina Rodríguez Cacho, Madrid, Turner, 1994] Literatura;TORQUEMADA, ANTONIO DE;;Jardín de flores curiosas;1569;Literatura;España;"lícito poder declarar lo que en su pecho tenía; y en fin, pocos philósophos huvo latinos ni griegos que no entendiessen la ceguera común. Y si no, pregúntese a Ermes Trimegisto, el qual no confiessa sino un solo y verdadero Dios, y tomad las obras de Luciano, y casi en todas ellas va burlando y escarneciendo de sus dioses; y como entonces no uviesse quien pudiesse alumbrarles ni ponerles en el camino de la verdad, andavan a escuras atentando, y assí andan el día de oy todos los gentiles que ay en el mundo. Porque haviendo venido generalmente en conoscer y confessar la verdad de que un solo Dios es el que crió el mundo y";si;no;si;gerundio;animado;no reflexiva;burlar
1569-1573 HURTADO DE MENDOZA, DIEGO, De la guerra de Granada [España] [Manuel Gómez Moreno, Madrid, Real Academia de la Historia, 1948] Historia;HURTADO DE MENDOZA, DIEGO;;De la guerra de Granada;1569-1573;Historia;España;"Baça Maleque; en la de Almuñécar, Girón; en la de Vélez, Garral; en el río de Almería, Mojaxar; en el de Almançora, Cunun, que descían Puertocarrero, hijo del que levantó a Gérgal, y en fin Farax, uno de los principales que fueron en hazelle rey. Cargávanle culpas escarneciéndole, burlavan de su condición sus mismos consejeros, señales que preceden a la destruición, por la mayor parte, de un tirano. Quejávanse los turcos, entre otros muchos, que aviendo dexado su tierra por aver venido a serville no les ocupava donde ganasen, descontentos con sueldos ordinarios. Mas él, espacioso, irresoluto hasta su daño";transitivo;;;;;;
c1579-a1613 ARGENSOLA, LUPERCIO LEONARDO DE, Rimas [España] [José Manuel Blecua, Zaragoza, CSIC, 1950] Verso;ARGENSOLA, LUPERCIO LEONARDO DE;;Rimas;c1579-a1613;Verso;España;"día en que el tyrano al pueblo preparava con la muerte de Pedro su alegría, con dos cadenas Pedro preso estava, en medio de dos guardas adormido, i gente afuera la prisión guardava; mas el que nunca duerme ni ha dormido, i es guarda de Israel. en tanto ordena cómo quede el tyrano escarnezido. Manda baxar de la región serena un alado ministro diligente,  para que quite a Pedro la cadena. Baxa el divino espíritu ovediente, baña de luz el calabozo escuro, i a Pedro hiere, i dize juntamente: ""Levántate veloz (el hierro duro le quita de las manos entretanto), vístete, i ven";no;;;;;;
1583 GRANADA, FRAY LUIS DE, Primera parte de la Introducción del Símbolo de la Fe [España] [Justo Cuervo, Madrid, Imprenta hija de Gómez Fuentenebro, 1908] Religión;GRANADA, FRAY LUIS DE;;Primera parte de la Introducción del Símbolo de la Fe;1583;Religión;España;, ó como el del hijo de la viuda que el Salvador resuscitó, no nos espantara tanto: pero estando ya comidos de peces ó aves ó hombres, y convertidos en la substancia dellos, esto es cosa que agota todos los entendimientos humanos: porque por eso predicando el Apóstol este misterio en Atenas, escarnecieron dél los atenienses, diciendo que era predicador de nuevos demonios. Mas á esto responde S. Augustín diciendo: Concedamos que puede Dios hacer alguna cosa que nosotros no podamos entender. Y responde también Salomón diciendo: Así como no alcanzas de la manera que se fabrica el cuerpo de un niño en el vientre de la;si;no;si;perfectivo;animado;;
1583-a1591 LEÓN, FRAY LUIS DE, De los Nombres de Cristo [España] [Cristóbal Cuevas, Madrid, Cátedra, 1984] Religión;LEÓN, FRAY LUIS DE;;De los Nombres de Cristo;1583-a1591;Religión;España;hirió a la estatua sin manos, conviene a saber, que no la hirió con fuerça mendigada de otro ni con poder ageno, sino con el suyo mismo hizo tan señalado golpe. Como passó en la verdad. Porque lo flaco y lo despreciado de Christo, su passión y su muerte, aquel humilde escupido y escarnecido, fue tan de piedra, quiero dezir tan firme para suffrir y tan fuerte y duro para herir, que quanto en el sobervio mundo es tenido por fuerte no pudo resistir a su golpe, mas antes cayó todo quebrantado y deshecho como si fuera vidrio delgado.;no;;;;;;
1585 PÉREZ DE MOYA, JUAN, Philosofía secreta de la gentilidad [España] [Carlos Clavería, Madrid, Cátedra, 1995] Mitología;PÉREZ DE MOYA, JUAN;;Philosofía secreta de la gentilidad;1585;Mitología;España;"luto y encerróse en una cueva, donde estuvo algún tiempo retraída; después subió en su carro y fue al cielo, y puesta delante de Iúpiter, con gran queja y sentimiento, dijo: «Oh Iúpiter, yo te ruego hayas dolor en mí o de tu hija, que ha sido tan mal denostada y escarnecida; ca sepas que no me tengo por honrada con tal yerno; mas sufriéramos toda el afrenta, con tal que nos la quiera dar.» Iúpiter dijo: «Aunque es verdad que Prosérpina es mi hija y tuya, no tienes razón del agravio de que te quejas de tu yerno, pues no te debes tener";no;;;;;;
1585 PÉREZ DE MOYA, JUAN, Philosofía secreta de la gentilidad [España] [Carlos Clavería, Madrid, Cátedra, 1995] Mitología;PÉREZ DE MOYA, JUAN;;Philosofía secreta de la gentilidad;1585;Mitología;España;", de boca lastimadera, que viendo beber a la deesa con la olla, se rió y la llamó golosa. Esto significa (ultra de que se pone por declarar la fábula) la causa de la conversión de Stellio, que los frutos del otoño son tan pequeños y fuera de condición natural que parece que escarnecen de la tierra, pues que siendo tan grande y de tanta virtud, engendra cosas de pequeño momento. Tornarse este niño tarántola o lagarto pequeño significa no ser aquellas frutas de condición  natural; mas así como el niño dejó de ser hombre, tornándose en lagartillo, perdiendo su natural condición así los frutos del otoño salen";si;no;si;imperfectivo;animado;;
1585 PÉREZ DE MOYA, JUAN, Philosofía secreta de la gentilidad [España] [Carlos Clavería, Madrid, Cátedra, 1995] Mitología;PÉREZ DE MOYA, JUAN;;Philosofía secreta de la gentilidad;1585;Mitología;España;torpemente hallados, de todos los dioses son vistos, los cuales dellos gran risa toman, porque viéndolos en su obstinada vida y sucio vivir, no queriendo tomar la virtuosa corrección de todos los hombres sabios y virtuosos que por los dioses son significados, comienzan a ser tenidos por torpes y viles, y tienen que escarnecer dellos. No quererlos soltar Vulcano de las cadenas, hasta que Neptuno mucho se lo rogó, significa que los torpes y necios amadores, en cadenas de sus viles deseos presos, nunca cesan de ser habidos por viciosos ni de sus malos hechos ser publicados, hasta que el tal ardor en ellos se amata,;si;no;si;infinitivo;animado;no reflexiva;
1587 MENA, FERNANDO DE, Traducción de la Historia etiópica de los amores de Teágenes y Cariclea de Heliodoro [España] [Francisco López Estrada, Madrid, Real Academia Española, 1954] Novela;MENA, FERNANDO DE;;Traducción de la Historia etiópica de los amores de Teágenes y Cariclea de Heliodoro;1587;Novela;España;"tardanza de nuestro aparejo les da ocasión de caminar con poco cuidado. Porque si nos estamos aquí ocupados en estas lástimas, o por mejor decir, en estos femeniles lamentos, dándoles con nuestro detenimiento más lugar para su huída, no resta otra cosa sino que se haga burla de nosotros, y que estos mancebillos nos escarnezcan, a los cuales yo soy de parecer que, en prendiéndolos, sean luego ahorcadas; y no sólo a ellos, sino a los que dellos vinieren, alcance la venganza y deshonra, corriendo la pena por toda su familia. Lo cual será fácil de hacer si a los de Tesalia conmoviéremos a indignación contra";transitivo;;;;;;
1587 MENA, FERNANDO DE, Traducción de la Historia etiópica de los amores de Teágenes y Cariclea de Heliodoro [España] [Francisco López Estrada, Madrid, Real Academia Española, 1954] Novela;MENA, FERNANDO DE;;Traducción de la Historia etiópica de los amores de Teágenes y Cariclea de Heliodoro;1587;Novela;España;"Y dicho esto se tornó a caer amortecido, donde Calasiris estuvo otra vez bien ocupado en procurar de hacerle tornar en sí. Y verdaderamente alguno de los dioses escarnecía  y burlaba de Gnemón, porque, como por la mayor parte las cosas humanas son para ellos como cosa de burla y de juego; así, ni aun entonces le permitía gozar con sosiego y sin molestia las cosas de placer, sino porque poco después le había de dar un gran contento y alegría, se le mezclaba con sobresaltos";si;no;si;imperfectivo;animado;;
1593 GRACIÁN DANTISCO, LUCAS, Galateo español [España] [Margherite Morreale, Madrid, CSIC, 1968] Literatura;GRACIÁN DANTISCO, LUCAS;;Galateo español;1593;Literatura;España;"Puédese errar el hablar de muchas y varias maneras, y primeramente en la materia que se propone; la qual no deve ser fría, de poca sustancia, ni baxa y vil, porque los que la oyen, en lugar de recrearse, escarnecen de la plática, y del que la dize también.";si;no;si;imperfectivo;animado;;
1593 GRACIÁN DANTISCO, LUCAS, Galateo español [España] [Margherite Morreale, Madrid, CSIC, 1968] Literatura;GRACIÁN DANTISCO, LUCAS;;Galateo español;1593;Literatura;España;"9 No se deve menospreciar a nadie, ni tenelle en poco, aunque sea enemigo, porque mayor señal de desprecio se haze escarneciendo que injuriando; que aun del injuriado se haze alguna estima, y del despreciado, no tanta, y a vezes ninguna. Es pues el escarnecer un tomar deleite de la verguença que hazemos tener a otro, sin ningún provecho de nosotros mismos. Por lo qual, en el común  trato y conversación se deven";no;;;;;;
1593 GRACIÁN DANTISCO, LUCAS, Galateo español [España] [Margherite Morreale, Madrid, CSIC, 1968] Literatura;GRACIÁN DANTISCO, LUCAS;;Galateo español;1593;Literatura;España;"9 No se deve menospreciar a nadie, ni tenelle en poco, aunque sea enemigo, porque mayor señal de desprecio se haze escarneciendo que injuriando; que aun del injuriado se haze alguna estima, y del despreciado, no tanta, y a vezes ninguna. Es pues el escarnecer un tomar deleite de la verguença que hazemos tener a otro, sin ningún provecho de nosotros mismos. Por lo qual, en el común  trato y conversación se deven abstener los curiosos de mofar de nadie; y assí hazen mal a los que andan escudriñando y rechaçando los defectos de otros, aunque los tengan, pues";si;no;no;gerundio;;;
"1596 LÓPEZ PINCIANO, ALONSO, Philosofía antigua poética [España] [Alfredo Carballo Picazo, Madrid, CSIC. Instituto ""Miguel de Cervantes"", 1953] Lingüística y lenguaje";LÓPEZ PINCIANO, ALONSO;;Philosofía antigua poética;1596;Lingüística y lenguaje;España;"la conoce. A mí, a lo menos, assí me ha sucedido. Todo este trueco y mentira hazen los hombres a fin de adular con la admiración, mas es menester que ésta tenga verisimilitud, porque, quando carece della, la admiración de la cosa se conuierte en risa; de manera que no se admira la nueua, sino escarnécese, y es burlado del oyente el dueño que la truxo. Verisimilitud es menester que tenga la fábula para lo que es deleytar, como para el enseñar basta que tenga alegoría, qual la tienen los poemas mythológicos o apologéticos, el príncipe de los quales fué Esopo. En la quinta parte veo las tres condiciones";pasiva;;;;;;
"1596 LÓPEZ PINCIANO, ALONSO, Philosofía antigua poética [España] [Alfredo Carballo Picazo, Madrid, CSIC. Instituto ""Miguel de Cervantes"", 1953] Lingüística y lenguaje";LÓPEZ PINCIANO, ALONSO;;Philosofía antigua poética;1596;Lingüística y lenguaje;España;Bien está, dixo Fadrique, mas ni por solo esso, sino por dar al vocablo el sonido que les parece conuenir a lo que dizen y hazer más perfecta imagen de la cosa para mofar y escarnecer.;si;no;no;infinitivo;;;mofar
"1596 LÓPEZ PINCIANO, ALONSO, Philosofía antigua poética [España] [Alfredo Carballo Picazo, Madrid, CSIC. Instituto ""Miguel de Cervantes"", 1953] Lingüística y lenguaje";LÓPEZ PINCIANO, ALONSO;;Philosofía antigua poética;1596;Lingüística y lenguaje;España;de tres sylabas solas todas breues, mas con sus acentos en vna, assí que es muy diferente la quantidad de la sylaba y el acento della. Los castellanos, como he dicho, a la pronunciación que yo veo y alcanço, abreuian las sylabas todas, y assí nunca las alargan, sino para burlar o escarnecer, que entonces abren la boca de vn geme y echan toda la voz fuera della, y mientra  hazen esto, gastan los dos tiempos que pide la sylaba larga. Y, pues los italianos no conocen sylabas largas ni breues en los metros, no las conozcamos nosotros en los nuestros ni en los suyos,;si;no;no;infinitivo;;;burlar
"1596 LÓPEZ PINCIANO, ALONSO, Philosofía antigua poética [España] [Alfredo Carballo Picazo, Madrid, CSIC. Instituto ""Miguel de Cervantes"", 1953] Lingüística y lenguaje";LÓPEZ PINCIANO, ALONSO;;Philosofía antigua poética;1596;Lingüística y lenguaje;España;el orador de la parte contraria presente, y, por conuertir la compassión en risa, se alçó y, las manos en la cabeça, se fué huyendo y clamando que le guardassen. Resultó de aquí que no sucedió lo que él pretendió, que era que fuesse reydo su aduersario, sino que el reydo y escarnecido fué él mismo, de manera que, pensando ser persona actiua en la risa, fué passiua. Esta especie de risa passiua puede ser rústica, como ésta, y industriosa, como muchas vezes la suelen vsar los hombres que dizen de plazer, los quales hazen mil descuydos artificiosos para que ellos sean los reydos, y éste es;no;;;;;;reír
"1596 LÓPEZ PINCIANO, ALONSO, Philosofía antigua poética [España] [Alfredo Carballo Picazo, Madrid, CSIC. Instituto ""Miguel de Cervantes"", 1953] Lingüística y lenguaje";LÓPEZ PINCIANO, ALONSO;;Philosofía antigua poética;1596;Lingüística y lenguaje;España;"cómica, se entiende que deue caer con el género, que es imitación actiua: que vemos algunas imitaciones ridículas, quales son algunas de las satíricas, y no pertenecen a la cómica, porque, o son enarratiuas, o comunes. Exemplo de lo que digo veréys en las sátiras de Horacio, el qual mofa escarneciendo  y burlando con mucho de lo ridículo. La definición que el Philósopho de la comedia dexó es muy buena también, y me marauillo cómo no se aprouecharon della los compañeros; pero, si bien se aduierte, la vna y la otra son casi vna cosa misma. La essencia de la tragedia está muy bien";si;no;no;gerundio;;;mofar, burlar
"1596 LÓPEZ PINCIANO, ALONSO, Philosofía antigua poética [España] [Alfredo Carballo Picazo, Madrid, CSIC. Instituto ""Miguel de Cervantes"", 1953] Lingüística y lenguaje";LÓPEZ PINCIANO, ALONSO;;Philosofía antigua poética;1596;Lingüística y lenguaje;España;"mí respondido, no tengo que responder rrás de que, aun en la manera de reprehender, ay grande differencia entre  el puro cómico y satyrico puro, que éste reprehende con seueridad y acerbidad más o menos; con más, como Iuuenal, con menos y con algo de irrisión, como Horacio; mas el cómico reprehende del todo escarneciendo y burlando; y, finalmente, es vna reprehensión la cómica llena de passatiempo y risa, de donde acabaréys de entender quán importante sea la risa a la comedia.";si;no;no;gerundio;;;burlar
1597-1645 QUEVEDO Y VILLEGAS, FRANCISCO DE, Poesías [España] [José Manuel Blecua, Madrid, Castalia, 1969-1971] Verso;QUEVEDO Y VILLEGAS, FRANCISCO DE;;Poesías;1597-1645;Verso;España;"se quitan sol y luna te vistes, y, vilísimo gusano, afrentas las estrellas una a una.  El hábito sacrílego y profano en el rostro de Cristo juntar quieres con la infame saliva y con la mano.  Con tu sangre le escupes y le hieres; con el beso de Judas haces liga, y por escarnecer su muerte, mueres.  No es acción de piedad, sino enemiga, a sangre y fuego perseguir a Cristo, y quieres que tu pompa se lo diga.  No fue de los demonios tan bienquisto el que le desnudó para azotalle, como en tu cuerpo el traje que hemos visto,  pues menos de cristiano que de talle,";transitivo;;;;;;
1597-1645 QUEVEDO Y VILLEGAS, FRANCISCO DE, Poesías [España] [José Manuel Blecua, Madrid, Castalia, 1969-1971] Verso;QUEVEDO Y VILLEGAS, FRANCISCO DE;;Poesías;1597-1645;Verso;España;"tiene sed, siendo bebida, con voz de amor y de misterios llena; ayer bebida se ofreció en la Cena, hoy tiene sed de muerte quien es vida.  La mano a su dolor descomedida, no sólo esponja con vinagre ordena, antes con miel la esponja le envenena, en caña ya en el cetro escarnecida.  La Paloma sin hiel, que le acompaña, * a su Hijo en la boca vio con ella, y sangre y llanto al uno y otro baña.  Perlas que llora en una y otra estrella le ofrece, en recompensa de la caña, cuando gustó la hiel que bebió ella.";no;;;;;;
1598 VEGA CARPIO, LOPE DE, La Arcadia [España] [Edwin S. Morby, Madrid, Castalia, 1975] Relatos;VEGA CARPIO, LOPE DE;;La Arcadia;1598;Relatos;España;"que pasada aquella cólera se vuelven a recibir para hacerles de nuevo merced; pero ¿papeles míos en poder de Anarda, Anarda gloriosa de papeles míos, flaquezas mías en su boca, Anarda testigo de mis locuras, mis encarecidas penas despojos de mortal hermosura, Anfriso tan necio, Anarda tan loca y yo tan desdichada, escarnecidos mis pensamientos, mi fe deshonestidad y mis secretas imaginaciones pública deshonra mía y de mis deudos? No, no, Leonisa, murió Anfriso en mi alma para siempre. Vuélvanse en risa mis lágrimas, mi dolor en alegría y mi prisión en libertad."" ""Pues ¿por qué las vuelves a llorar?"", dijo";no;;;;;;
1600 SIGÜENZA, FRAY JOSÉ, Segunda parte de la Historia de la Orden de San Jerónimo [España] [Juan Catalina García, Madrid, Nueva Biblioteca de autores españoles, 1907] Religión;SIGÜENZA, FRAY JOSÉ;;Segunda parte de la Historia de la Orden de San Jerónimo;1600;Religión;España;lances de humildad, y de proprio menosprecio, sabiendo que en esta caualleria, los mas baxos son los mas seguros y mas honrosos. Trocado el pundonor y los respetos vanos de lugares, preeminencias, y cortesias (en que el mundo otro tiempo los desuanecia) en vn ardiente desseo  de verse vltrajados, reprehendidos, escarnecidos, burlados, tomando la escoba, cogiendo la vassura, besando los pies de sus hermanos, pidiendo humildemente limosna a quien tras no dalla, los llamaua vagabundos, hypocritas, ociosos, y aun sospechosos. Passauan con todo esto con rostro alegre, porque se auian determinado de alcançar el Reyno soberano, que no se;no;;;;;;
1600 SIGÜENZA, FRAY JOSÉ, Segunda parte de la Historia de la Orden de San Jerónimo [España] [Juan Catalina García, Madrid, Nueva Biblioteca de autores españoles, 1907] Religión;SIGÜENZA, FRAY JOSÉ;;Segunda parte de la Historia de la Orden de San Jerónimo;1600;Religión;España;fin el negocio tan alto que le auia encomendado de su misericordia y justicia, que es lo que dize el Euangelista san Lucas: Que estaua trasnochando en la oracion de Dios: y en la misma media noche, despues de la prolixa y postrera oracion del huerto, fue preso de los Iudios, atado, escarnecido, maltratado, començando a hazer oficio de Victima, por nuestros pecados. Y no falta tambien quien dize, que a la media noche sera la hora del juyzio final, entendiendo ansi aquello del Euangelio: Media nocte clamor factus est: con que despertarán los huessos, y aun el poluo dormido desde el;transitivo;;;;;;
1600-1612 LEDESMA, ALONSO DE, Conceptos espirituales, primera parte [España] [Eduardo Juliá Martínez, Madrid, CSIC, 1969] Verso;LEDESMA, ALONSO DE;;Conceptos espirituales, primera parte;1600-1612;Verso;España;166 Quando le escarnecieron a Christo.;transitivo;;;;;;
1605 CERVANTES SAAVEDRA, MIGUEL DE, El ingenioso hidalgo don Quijote de la mancha. Primera parte [España] [Francisco Rico, Barcelona, Galaxia Gutenberg-Círculo de lectores-Centro para la edición de los clásicos españoles, 2004] Novela;CERVANTES SAAVEDRA, MIGUEL DE;;El ingenioso hidalgo don Quijote de la mancha. Primera parte;1605;Novela;España;"y confesó su delito, que era ser cuatrero, que es ser ladrón de bestias, y por haber confesado le condenaron por seis años a galeras, amén de docientos azotes que ya lleva en las espaldas; y va siempre pensativo y triste porque los demás ladrones que allá quedan y aquí van le maltratan y aniquilan y escarnecen y tienen en poco, porque confesó y no tuvo ánimo de decir nones. Porque dicen ellos que tantas letras tiene un no como un sí y que harta ventura tiene un delincuente que está en su lengua su vida o su muerte, y no en la de los testigos y probanzas; y para mí tengo que";transitivo;;;;;;
1605 CERVANTES SAAVEDRA, MIGUEL DE, El ingenioso hidalgo don Quijote de la mancha. Primera parte [España] [Francisco Rico, Barcelona, Galaxia Gutenberg-Círculo de lectores-Centro para la edición de los clásicos españoles, 2004] Novela;CERVANTES SAAVEDRA, MIGUEL DE;;El ingenioso hidalgo don Quijote de la mancha. Primera parte;1605;Novela;España;"entender que ella había tenido intención de matarse en acabándose de desposar, y daba allí las razones por que se había quitado la vida; todo lo cual dicen que confirmó una daga que le hallaron no sé en qué parte de sus vestidos. Todo lo cual visto por don Fernando, pareciéndole que Luscinda le había burlado y escarnecido y tenido en poco, arremetió a ella antes que de su desmayo volviese, y con la misma daga que le hallaron la quiso dar de puñaladas, y lo hiciera si sus padres y los que se hallaron presentes no se lo estorbaran. Dijeron más: que luego se ausentó don Fernando, y que Luscinda no";transitivo;;;;;;burlar
1646 ANÓNIMO, La vida y hechos de Estebanillo González [España] [Antonio Carreira/Jesús Antonio Cid, Madrid, Cátedra, 1990] Novela;ANÓNIMO;;La vida y hechos de Estebanillo González;1646;Novela;España;fuerza y virtud la fama de el generoso que, demás de ser imán de las potencias y sentidos, se lleva tras sí las gentes, piedras, animales y plantas, como el músico de Tracia. Y de justa ley y razón se las había de llevar tras sí el que es miserable: las gentes para escarnecerle, las piedras para apedrearlo, las fieras para que lo despedazasen y las plantas para hacerlo chicharrón.;transitivo;;;;;;
c1750 RODRÍGUEZ CAMPOMANES, PEDRO, Bosquejo de política económica española [España] [Jorge Cejudo, Madrid, Editora Nacional, 1984] Estadísticas;RODRÍGUEZ CAMPOMANES, PEDRO;;Bosquejo de política económica española;c1750;Estadísticas;España;nace el orgullo, de la segunda la filaucía o amor propio. Es cosa sabida que todas las naciones perezosas son orgullosas, porque nada les parece igual a su sosiego, contemplando a las aplicadas como afanadoras. Y si llegan a conocer las ventajas que éstas les hacen, a trueque de no salir de sus anchuras escarnecen lo que no quieren hacer.;transitivo;;;;;;
1758 ISLA, JOSÉ FRANCISCO DE, Historia del famoso predicador Fray Gerundio de Campazas alias Zotes [España] [José Jurado, Madrid, Gredos, 1992] Novela;ISLA, JOSÉ FRANCISCO DE;;Historia del famoso predicador Fray Gerundio de Campazas alias Zotes;1758;Novela;España;padre predicador —repuso el maestro Prudencio con sorna y con cachaza—, una pieza me ha movido sobre la cual tendría que hablar algunas horas, si fuera ocasión y tiempo, aunque bastantes han hablado ya mucho y bien acerca de ella. Ésta es la impropia y extravagantísima costumbre introducida en España y en Portugal, pero escarnecida generalmente de las demás naciones, de que las censuras de los libros y aun de los más miserables folletos, se conviertan en inmoderados panegíricos de sus autores, siendo así que al censor sólo le toca decir breve y sencillamente si el libro o el papel contienen o no contienen algo contra las pragmáticas y leyes reales;transitivo;;;;;;
1784 ARROYAL, LEÓN DE, Los epigramas [España] [Madrid, Imp. de Ibarra, 1784] Verso;ARROYAL, LEÓN DE;;Los epigramas;1784;Verso;España;"desparece la paz de entre los míseros christianos: ruge el furor de pérfidos tiranos,  y el ganado de Christo se estremece. Crece la tempestad, la rabia crece, invéntanse martirios inhumanos, báñanse en sangre las malditas manos, y al parecer el cielo se ensordece. Vese desamparada la inocencia, la humilde mansedumbre escarnecida, y la ley ultrajada con violencia: La grey sin el pastor es dividida; pero con la verdad y la paciencia nueva paz cobra, nuevo honor y vida.";no;;;;;;
c1790 SAMANIEGO, FÉLIX MARÍA DE, El jardín de Venus [España] [Emilio palacios Fernández, Madrid, Biblioteca nueva, 2004] Verso;SAMANIEGO, FÉLIX MARÍA DE;;El jardín de Venus;c1790;Verso;España;"Escamandro, mi dios!, si sois tan bueno, ¿por qué dejasteis vuestra amante esposa? La gente que escuchó a la desdichada, luego soltó sonora carcajada; pero cuando se entera del vergonzoso caso, al mal fingido dios del pueblo fuera a palos arrojó más que de paso. Él escapó; la incauta, escarnecida en vista del engaño, de cada lagrimal soltando un caño, lloró toda su vida ser juguete de un pillo, cuando creyó con ánimo sencillo que daba a un dios su mano y su persona. ¡Oh, vil superstición!, ¿y hay quien te abona?";no;;;;;;
1792 FERNÁNDEZ DE MORATÍN, LEANDRO, «Cartas de 1792»(Epistolario) [España] [Madrid, Castalia, 1973] Historia;FERNÁNDEZ DE MORATÍN, LEANDRO;;Cartas de 1792(Epistolario);1792;Historia;España;"duermen; los esconden en su propio quarto; salen de su casa y van a buscarlos a la suya, para pedirles zelos o darles satisfacciones; huyen con ellos y se abandonan a los extravíos más culpables de amor, como pudieran las mugeres más perdidas y disolutas. La autoridad paterna se ve insultada, burlada y escarnecida. El honor se funda en opiniones caballerescas y absurdas, que en vano han querido sofocar y extinguir las leyes, mientras el Theatro las autoriza. No es caballero el que no se ocupa en amores indecentes, rompiendo puertas, escalando ventanas y ocultándose en los rincones, seduciendo criados, profanando, en fin, lo más sagrado";transitivo;;;;;;
1793 MONTENGÓN, PEDRO, Eudoxia, hija de Belisario [España] [Guillermo Carnero, Alicante, Instituto de cultura Juan Gil-Albert, 1990] Novela;MONTENGÓN, PEDRO;;Eudoxia, hija de Belisario;1793;Novela;España;alguna riqueza y nombre, que heredaron de sus mayores y que los hacen príncipes en las aldeas, se figuran que podrán igualar a los que lucen y hacen eco en las ciudades, sin echar de ver que en lugar de ir a ser aplaudidos, como se los pinta la vanidad, van sólo a ser tildados y tal vez escarnecidos, y a perder la soberanía de su rancia nobleza y la preciosa tranquilidad y paz del campo, para meterse en los forzosos disgustos y desazones que engendra el turbulento y malicioso trato ciudadano.;transitivo;;;;;;
1798 QUINTANA, MANUEL JOSÉ, «A don Ramón Moreno, sobre el estudio de la poesía»(Poesías) [España] [Madrid, Castalia, 1969] Verso;QUINTANA, MANUEL JOSÉ;;A don Ramón Moreno, sobre el estudio de la poesía(Poesías);1798;Verso;España;", que, en su pompa hinchado, vincula en ella sus virtudes todas: démosle al vil que ante sus pies se abate, y aquella frente que le dio el destino para mirar al sol, hunde en el polvo; mas no suframos que los bellos dones, tesoros del espíritu, se vean escarnecidos nunca. Abandonemos tan delirante empeño a la ignorancia o a la mediocridad, que insulta y muerde el bronce de la fama, en cuyos ecos jamás el mundo escuchará su nombre.";transitivo;;;;;;
1799-1815 CONDE DE NOROÑA (GASPAR MARÍA DE NAVA ÁLVAREZ DE NOROÑA), Poesías [España] [Leopoldo Augusto Cueto, Madrid, Rivadeneyra, 1871] Verso;CONDE DE NOROÑA (GASPAR MARÍA DE NAVA ÁLVAREZ DE NOROÑA);;Poesías;1799-1815;Verso;España;"de esta vida y sus dolores. Lágrimas tan hermosas y excelentes No las forjó el Amor para este suelo. Tales fueron aquellas con que el duelo De su pecho mostró, viendo presentes Las gracias de su Adónis marchitadas La blanca Citerea; Tales fueron por ella derramadas, Cuando se halló cual rea En el Olimpo sacro escarnecida, De amor ardiendo y en la red prendida. Las perlas delicadas que en el seno De la sidonia concha se producen En el lejano y oloroso Oriente, Brillo tan esplendente No tienen, ni. entre el nácar más relucen, Que este rocío celestial y ameno, Por el cándido rostro derramado, Y los colores";no;;;;;;
