EjemploID;BIBLIOGRAFIA;AUTOR;TITULO;FECHA;TEMA;PAIS;CONCORDANCIA;fecha;Valido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perifrasis;Observaciones
965;22/11/1996 , ABC Cultural, 22/11/1996 [España] [Madrid, Inter CD S.L. con el patrocinio de Grupo Planeta, 1997] Escena;NA;ABC Cultural, 22/11/1996;22/11/96;Escena;España;"como un ""examen"" brutal. Escribir obras para guardarlas en un cajón no tiene, para mi, ningún sentido. Y no me consuela el hecho de que cuando me muera se representaran todas porque descubrirán que yo era genial... Yo ya no estaré allí para ver a esos espectadores vibrando, o escandalizándose, o riendo, o bostezando... Prefiero no ser tan ""genial"" y asistir, aún con penas y tortazos de la crítica y el público, a las representaciones de mis obras... en busca de autor.";1996;si;no;no;gerundio;animado;;
966;23/04/1990 , Tiempo, 23/04/1990 [España] [Madrid, Ediciones Tiempo, 23/04/1990] Cine y vídeo;NA;Tiempo, 23/04/1990;23/4/90;Cine y vídeo;España;— Los que nos entregamos somos nosotros y la gente lo nota. Se ríen con ganas.;1990;si;si;no;imperfectivo;animado;;
967;23/06/1994 , La Vanguardia, 23/06/1994 [España] [Barcelona, T.I.S.A, 1994] Actualidad;NA;La Vanguardia, 23/06/1994;23/6/94;Actualidad;España;BARCELONA. (Redacción).– Maria del Carmen Buqueras, viuda del galerista Salvador Riera, ha decidido cerrar la galería que lleva el nombre de su esposo, anteriormente denominada Dau al Set. Riera, fallecido el pasado mes de mayo, convirtió su local en una de las salas características de la barcelonesa calle Consell de Cent. Durante sus veinte años de trayectoria en el sector reunió una importantísima colección de arte —en especial del grupo Dau al Set—, que meses antes de su muerte pasó a la Generalitat.;1994;no;;;;;;
968;23/06/1994 , La Vanguardia, 23/06/1994 [España] [Barcelona, T.I.S.A, 1994] Arte y cultura en general;NA;La Vanguardia, 23/06/1994;23/6/94;Arte y cultura en general;España;COMARCAS DE BARCELONA ARENYS (Maresme) Jueves, 17 horas. Ferias. XII Fira del Solstici d'Estiu. Exposición de artesanía. Riera de Arenys de Mar. CALAF (Anoia) Sábado, 22 horas. Música. III Trobada de Música Tradicional de Calaf. COLLBATO (Baix Llobregat) Sábado, 22 horas. Música. IV Festival de Música a les Coves. Concierto de la orquesta de Cámara del Reial Cercle Artístic. Cuevas de Salnitre. EL;1994;no;;;;;;
969;23/07/1990 , Cambio 16, nº 974, 23/07/1990 [España] [Madrid, Grupo 16, 23/07/1990] Medios de comunicación;NA;Cambio 16, nº 974, 23/07/1990;23/7/90;Medios de comunicación;España;— Rosa, no te rías —dice la maquilladora— que no te puedo pintar el ojo. La jornada laboral habitual de Rosa María Mateo comienza a las cuatro de la tarde —a menos que sea convocada a alguna reunión por la mañana. En la redacción se pone al día de las noticias, de las crónicas de los corresponsales nacionales y extranjeros y del tratamiento que se;1990;si;si;no;imperfectivo;animado;;
970;23/07/1990 , Cambio 16, nº 974, 23/07/1990 [España] [Madrid, Grupo 16, 23/07/1990] Política;NA;Cambio 16, nº 974, 23/07/1990;23/7/90;Política;España;— Los madrileños ya no se ríen. A mí me gustaría que se rieran, pero no sólo de noche y en contra de los demás: de día y a favor de alguien.;1990;si;si;no;imperfectivo;animado;;
971;23/07/1990 , Tiempo, 23/07/1990 [España] [Madrid, Ediciones Tiempo, 23/07/1990] Medios de comunicación;NA;Tiempo, 23/07/1990;23/7/90;Medios de comunicación;España;—A estas alturas de mi carrera ya he hecho de todo, menos porno, y creo que he demostrado que soy capaz de hacer reír o llorar. Si ahora alguien quiere encasillarme, es su problema.;1990;si;no;;;;causativa;
972;23/08/1995 , El Mundo, 23/08/1995 [España] [Madrid, Unidad Editorial, 1996] Industrias diversas;NA;El Mundo, 23/08/1995;23/8/95;Industrias diversas;España;nadie tener un papel en el bolsillo en lugar de dos y gastar mil millones». Sin embargo el pasado mes de mayo la Unión de Consumidores de la Comunidad remitió un escrito al Defensor del Pueblo para conseguir que se implante este bono de transporte. El secretario general de esta asociación de consumidores, Eustaquio Jiménez, acusó a los responsables de la EMT de «reirse de los ciudadanos» por no haber permitido hasta ahora la implantación del bono «bus-metro».;1995;si;si;si;infinitivo;animado;;
973;23/08/1995 , El Mundo, 23/08/1995 [España] [Madrid, Unidad Editorial, 1996] Literatura;NA;El Mundo, 23/08/1995;23/8/95;Literatura;España;"Se echó a reír, con una risa que soltaba en sus malos momentos y que me daba miedo. ""¿Mi madre no te contó nunca nada acerca de mi nacimiento?"" ""No"", respondí. ""Bueno, pues este hombre es mi padre."" Miré el nombre que había debajo de la foto:";1995;si;ambiguo;no;infinitivo;animado;posiblemente_reflexiva;
974;23/08/1995 , El Mundo, 23/08/1995 [España] [Madrid, Unidad Editorial, 1996] Turismo;NA;El Mundo, 23/08/1995;23/8/95;Turismo;España;21,00. Como el mafioso permanece huido, Andrea cena en nuestra mesa. Se ríe mucho con las ocurrencias de Pepe, el marisquero, pero yo creo que no las entiende.;1995;si;si;con;imperfectivo;animado;;
975;23/08/1996 , El Mundo, 23/08/1996 [España] [Madrid, Unidad Editorial, 1997] Actualidad;NA;El Mundo, 23/08/1996;23/8/96;Actualidad;España;"muchas bolas que te la sirven con una bengala. Es entonces cuando pasan tus dos hijos, él y ella, con los hijos de todos; él se está dejando una perilla que no le crece y ella se ha puesto una minifalda que ni las del Telecupón. Pero, ya ves, se ríen, se ríen y se pierden por las calles camino de una aurora incierta y rosa que te los devolverá sanos y salvos tanto si duermes, como si no. Así que duerme, descansa, relájate, viejo cabeza de familia porque mañana te espera un duro día de veraneo.";1996;si;si;no;imperfectivo;animado;;
976;23/08/1996 , El Mundo, 23/08/1996 [España] [Madrid, Unidad Editorial, 1997] Deportes;NA;El Mundo, 23/08/1996;23/8/96;Deportes;España;Los demás que están en la diana fueron menos explícitos. Todo lo solventaron entre la ironía y el desprecio. «Sí, me voy al Borussia de Moenchengladbach», dijo riéndose Alfonso.;1996;si;si;no;imperfectivo;animado;;
977;23/08/1996 , El Mundo, 23/08/1996 [España] [Madrid, Unidad Editorial, 1997] Literatura;NA;El Mundo, 23/08/1996;23/8/96;Literatura;España;del sábado noche donde uno deja de ser blanco y decente para volver a endosar la máscara los lunes, era un tipo estupendo, pero ya no era, no podía ser un alemán, y le faltó el suficiente coraje para ser de veras un apátrida, y se convirtió en un americano, me dices, y yo río.;1996;si;no;no;imperfectivo;animado;;
978;23/08/1996 , El Mundo, 23/08/1996 [España] [Madrid, Unidad Editorial, 1997] Música;NA;El Mundo, 23/08/1996;23/8/96;Música;España;FERRÁN RIERA;1996;no;;;;;;
979;23/11/1991 , La Voz de Galicia, 23/11/1991 [España] [La Coruña, Control, 1991] Economía y hacienda;NA;La Voz de Galicia, 23/11/1991;23/11/91;Economía y hacienda;España;"Portomeñe para citar mal a Virgilio, adjudicándole ""La Eneida"" a Ovidio, y de servirle en bandeja el chiste a Bautista Alvarez: ""Vostede nos explica aquí, señor Alvarez, o presuposto de Agricultura; entón debe ser unha asociación mental súa o de falar de chourizos"". Alvarez, desde el escaño, hizo reír al pleno: ""Non, falo de chourizos porque teñoos enfrente"". Las risas fueron sustituidas por los aplausos con los que los diputados del PP, encabezados por Fraga, despidieron de la tribuna a Vázquez Portomeñe.";1991;si;no;;;;causativa;
980;23/11/1991 , La Voz de Galicia, 23/11/1991 [España] [La Coruña, Control, 1991] Urbanismo;NA;La Voz de Galicia, 23/11/1991;23/11/91;Urbanismo;España;"de la Cotop cuenta con tres partes, de las que sólo la primera tiene una partida presupuestaria ya aprobada por la Xunta de Galicia. Esta primera fase del proyecto, que fue objeto de debate en el Consello, consiste en la construcción de un canal de aproximadamente dos mil metros cuadrados, ""que derivará a auga do río, e que acada un investimento de máis de 1.200 millóns de pesetas"".";1991;no;;;;;;
981;24/04/1997 , El Mundo - Salud (Suplemento), 24/04/1997 [España] [Madrid, Unidad Editorial, 1997] Medicina;NA;El Mundo - Salud (Suplemento), 24/04/1997;24/4/97;Medicina;España;. Otra enfermedad de la laringe es el cansancio de la voz (la ringopatía aguda). Tiene los mismos síntomas que la anterior, pero las causas son distintas: gritar, llorar o forzar la voz en una representación dramática o en situaciones de la vida real (viendo un partido de fútbol, por ejemplo), reir, hablar o cantar exageradamente en un ambiente cargado de humo y de ruido. Como remedio, el doctor Perelló recomienda reposo de los pliegues vocales, y no hablar ni, por supuesto, fumar durante unos días, hasta que el foniatra dé su permiso. Cualquiera de estas enfermedades puede convertirse en una ronquera interminable si no se;1997;si;no;no;infinitivo;impersonal;;
982;24/05/1989 , ABC, 24/05/1989 [España] [Madrid, Prensa Española, S.A., 24/05/1989] Literatura;NA;ABC, 24/05/1989;24/5/89;Literatura;España;"También Anagrama en Narrativas Hispánicas cede terreno a los últimos valores: Javier Marías, con Todas las almas; Vicente Molina Foix, con La comunión de los atletas; J. N. Riera de Leyva, con Lejos de Marrakech, y Jorge Martínez Reverte, con El último café. Jorge de Cominges publica Un clavel entre los dientes (Seix Barral). En Alfaguara, Octubre en el menú, de Manuel de Lope. En la colección Nueva Narrativa de Plaza & Janés, Nadie es inocente, de Ramón de España. Por cierto que esta editorial";1989;no;;;;;;
983;24/05/1989 , ABC, 24/05/1989 [España] [Madrid, Prensa Española, S.A., 24/05/1989] Meteorología;NA;ABC, 24/05/1989;24/5/89;Meteorología;España;"Temperaturas del agua del mar: Cantábrico, entre 14 y 15 grados; Rías Bajas, 14-15; Costa del Sol, 15-17; Costa de la Luz, 15-17; Costa Cálida. 16-17; Costa del Azahar, 16-17; Costa Dorada, 15-16; Costa Brava, 14-15; Baleares, 16-17, y Canarias, entre 16 y 18 grados.";1989;no;;;;;;
984;24/08/1994 , El Mundo, 24/08/1994 [España] [Madrid, Unidad Editorial, 1995] Literatura;NA;El Mundo, 24/08/1994;24/8/94;Literatura;España;"—, me dediqué con fervor a copiar poemas, apuntar frases y perseguir los sitios en los que, supuestamente, la materia literaria abundaba. Copié, así, algunos de los poemas que Verlaine escribió sobre diferentes partes de la ciudad (entre ellos, aquél que comienza diciendo: «Toi, Seine, tu n'as rien. Deux quais, et voilà tout...»); apunté, también —en el cementerio de Montparnasse— todos los epitafios raros que encontré a mi paso (por ejemplo, uno que decía: «Aquí yace el que tanto huía, que también de ésta escaparía»); visité, por fin, la Closerie";1994;no;;;;;;
985;24/08/1994 , El Mundo, 24/08/1994 [España] [Madrid, Unidad Editorial, 1995] Testimonios varios;NA;El Mundo, 24/08/1994;24/8/94;Testimonios varios;España;tejas, hasta descolgarse, rozar el suelo y perderse en la noche, todas ellas disfrazadas de turistas suecas —escotes amplios, minifalda, transparencias—, pero ¡ay!, las marcas de los horribles bañadores usados por las mañanas en las playas las delataban, y los hombres, abrazados a las suecas, se reían de ellas.;1994;si;si;si;imperfectivo;animado;;
986;24/09/1990 , Tiempo, 24/09/1990 [España] [Madrid, Ediciones Tiempo, 24/09/1990] Empresa;NA;Tiempo, 24/09/1990;24/9/90;Empresa;España;Presidente del Salón Expo-hogar. ENRIC RIERA;1990;no;;;;;;
987;24/09/1997 , El País, 24/09/1997 [España] [Madrid, Diario El País, S.A., 24/09/1997] Cine y vídeo;NA;El País, 24/09/1997;24/9/97;Cine y vídeo;España;Y hablando de franceses, hoy estará en San Sebastián uno de los grandes monstruos del cine europeo. Nombre imprescindible de la nouvelle vague, con medio centenar de películas a sus espaldas —algunas obras maestras, muchas notables y otras sólo dignas—, Claude Chabrol defenderá en la sección oficial su última producción, Rien ne va plus (No va más), en la que enfrenta a Isabelle Huppert y Michael Serrault en una insólita y divertida pareja.;1997;no;;;;;;
988;24/09/1997 , El País, 24/09/1997 [España] [Madrid, Diario El País, S.A., 24/09/1997] Mujer;NA;El País, 24/09/1997;24/9/97;Mujer;España;(Se ríe). Sigue siendo parte de un estereotipo. Porque las mujeres estaban fuera de las jerarquías y era característico que las de la alta sociedad se dedicaran a las obras de caridad. Son restos que nos quedan.;1997;si;si;no;imperfectivo;animado;;
989;24/10/1994 , La Vanguardia, 24/10/1994 [España] [Barcelona, T.I.S.A, 1994] Actualidad;NA;La Vanguardia, 24/10/1994;24/10/94;Actualidad;España;"En el momento de las preferencias uno está dispuesto a aceptar que si se le echa el guante a un coche pasa a la humilde situación de segunda mano y está al borde de convertirse en un cacharro. Es el relativismo de lo cotidiano que incluso a veces hace reír. Suele suceder que el sujeto al que robaron su utilitario siga viviendo algo contrariado, pero feliz y esperando comprar otro; al contrario del que ha sido estafado y el que se queda sin trabajo por obra y gracia de un irresponsable inmoral que cree que todo el monte es orégano.";1994;si;no;;;;causativa;
990;24/10/1994 , La Vanguardia, 24/10/1994 [España] [Barcelona, T.I.S.A, 1994] Cine y vídeo;NA;La Vanguardia, 24/10/1994;24/10/94;Cine y vídeo;España;"— En ""Caro diario"" se ríe usted de los intelectuales y de los ""progres"", sus compañeros de generación... ¿Por qué motivo?";1994;si;si;si;imperfectivo;animado;;
991;24/12/1983 , ABC, 24/12/1983 [España] [Madrid, Prensa Española, S.A., 24/12/1983] Política;NA;ABC, 24/12/1983;24/12/83;Política;España;servicios en la Corporación y estaban en situación de inseguridad y porque, además, es necesaria la ampliación de personal en algunos servicios como en el Departamento de Disciplina Urbanística y en la División de Espectáculos de la Delegación de Seguridad y Policía Municipal. Porque eran necesarias estas contrataciones para la ampliación de plantilla en 1.047 personas y porque no que rían correr ningún riesgo para poderse acoger a la ley, que proporcionará al Ayuntamiento 18.500.000.000 para enjugar sus déficit, era por lo que el Pleno se había celebrado con toda urgencia.;1983;no;;;;;;
992;25/01/1985 , ABC, 25/01/1985 [España] [Madrid, Prensa Española, S.A., 25/01/1985] Antropología;NA;ABC, 25/01/1985;25/1/85;Antropología;España;, añadió, es como una computadora que tiene una programación archivada (genética) y una parte en blanco que rellenará el medio cultural, aunque actualmente los antropólogos han optado por dar mayor importancia al segundo factor. La risa, dijo José Antonio Jáuregui, nos da una pauta para penetrar en la cuestión del ordeñador cerebral. Nos reímos de alguien que infringe una regla social, y esa risa es, a la vez, una denuncia y un castigo de esa infracción. Por ese servicio el cerebro nos recompensa en la misma medida en que sufre el infractor. No obstante, el profesor Jáuregui distinguió entre infracción y excepción. Una ambulancia que pasa un semáforo en rojo;1985;si;si;si;imperfectivo;animado;;
993;25/01/1994 , La Vanguardia, 25/01/1994 [España] [Barcelona, T.I.S.A, 1994] Actualidad;NA;La Vanguardia, 25/01/1994;25/1/94;Actualidad;España;"La letra de esta extraña canción infantil contiene una invitación a ""saltar por la ventana desde un noveno piso"". Para Fofito, esta parte de la canción también provoca risas en el niño. ""Tú se la pones a un crío y se ríe. O sea, la canción empieza diciendo que te tienes que memorizar 8.700 pasitos, desde que el niño oye eso empieza a reírse porque entiende que todo va de cachondeo.""";1994;si;si;no;imperfectivo;animado;;
994;25/01/1994 , La Vanguardia, 25/01/1994 [España] [Barcelona, T.I.S.A, 1994] Cine y vídeo;NA;La Vanguardia, 25/01/1994;25/1/94;Cine y vídeo;España;— El año pasado seleccionamos en los festivales de cine de Isfahan y Teherán comedias de Egipto e Irán para mostrarlas aquí. Justamente por el desinterés que hay en el mundo occidental por ellas. Se piensa en el fanatismo islámico, como si no supieran reírse. Aquí nos gusta lo serio. Descubrimos entonces que en el mundo islámico, con la censura que se le impone al cine, los directores han desarrollado un humor sutil con el que se permiten todo tipo de críticas. Quizá se pueda comparar con la época franquista en su país.;1994;si;si;no;infinitivo;animado;;
995;25/01/1994 , La Vanguardia, 25/01/1994 [España] [Barcelona, T.I.S.A, 1994] Medios de comunicación;NA;La Vanguardia, 25/01/1994;25/1/94;Medios de comunicación;España;"— Pues creo que sí porque en todas mis películas el público ha llorado, ha reído y siempre se ha cantado ""Cegada de amor"" es una película como las de antes en la que se baila, se canta, se llora y se ríe.";1994;si;no;no;perfectivo;animado;;
996;25/04/1994 , El Mundo, 25/04/1994 [España] [Madrid, Unidad Editorial, 1995] Ejército, ciencia militar;NA;El Mundo, 25/04/1994;25/4/94;Ejército, ciencia militar;España;Los ministros del Tesoro y los presidentes de los bancos centrales de las siete naciones más poderosas del mundo miraron al cielo (sin una sola nube) y rieron la gracia. Después posaron sonrientes para la foto de turno y auguraron el mayor crecimiento de la ecomonía mundial en los últimos cinco años.;1994;si;si;no;imperfectivo;animado;;
997;25/05/1995 , El Mundo, 25/05/1995 [España] [Madrid, Unidad Editorial, 1995] Cine y vídeo;NA;El Mundo, 25/05/1995;25/5/95;Cine y vídeo;España;¿Y qué más? Que me he reído moderadamente con las paridas de la simpática Desperado (continuación de El mariachi, pero rodada a lo grande) y que Antonio Banderas se va a comer el mundo en menos tiempo del que calculaban sus astutos y eficaces agentes artísticos y su ambición de encontrar un lugar en el sol.;1995;transitivo;;;;;;
998;25/05/1995 , El Mundo, 25/05/1995 [España] [Madrid, Unidad Editorial, 1995] Política;NA;El Mundo, 25/05/1995;25/5/95;Política;España;JUAN RIERA ROCA;1995;si;si;con;perfectivo;animado;;
999;25/05/1996 , El Mundo, 25/05/1996 [España] [Madrid, Unidad Editorial, 25/05/1996] Actualidad;NA;El Mundo, 25/05/1996;25/5/96;Actualidad;España;Los bomberos van a lo suyo, ignorando a las «agonizantes» víctimas. Pasan pocos minutos que parecen eternos para los asistentes. Una persona del público grita a los heridos: «No os riáis, poned caras dramáticas, como si os doliera».;1996;no;;;;;;
1000;25/05/1996 , El Mundo, 25/05/1996 [España] [Madrid, Unidad Editorial, 25/05/1996] Arte y cultura en general;NA;El Mundo, 25/05/1996;25/5/96;Arte y cultura en general;España;cultura de izquierdas que nunca muere, es uno de los muchos preocupados con la llegada del nuevo Gobierno: «Me imagino que cuando no nos llaman (se refiere, por ejemplo, a las fiestas de San Isidro) es porque no les gustamos. O porque piensan que igual les mordemos desde el escenario». «Se ríe», remata el entrevistador.;1996;si;si;no;imperfectivo;animado;;
1001;25/05/1996 , El Mundo, 25/05/1996 [España] [Madrid, Unidad Editorial, 25/05/1996] Cine y vídeo;NA;El Mundo, 25/05/1996;25/5/96;Cine y vídeo;España;meticulosos consideraban que, al ser «estrella» femenino, su uso a la americana podría crear situaciones confusas y poco viriles, y por eso distinguieron entre «astros» y «estrellas». Goldwyn increpó con indignación profesional a unos banqueros que no se tomaban en serio el cine: «¡De mis comedias no se ríe nadie!».;1996;si;si;si;imperfectivo;animado;;
1002;25/05/1996 , El Mundo, 25/05/1996 [España] [Madrid, Unidad Editorial, 25/05/1996] Escena;NA;El Mundo, 25/05/1996;25/5/96;Escena;España;"Para ser un hombre gracioso, muchas de sus obras teatrales son cómicas, Neil Simon no se ríe mucho. Apenas esboza una sonrisa torcida cuando mira intensamente a través de la ventana. Me cuenta lo que le ocurrió una noche en el programa de Johnny Carson. «Durante el descanso, el productor se me acercó y me dijo: ""Neil, tienes que ser más gracioso"". Me dieron ganas de matarlo. Es como";1996;si;si;no;imperfectivo;animado;;
1003;25/05/1996 , El Mundo, 25/05/1996 [España] [Madrid, Unidad Editorial, 25/05/1996] Literatura;NA;El Mundo, 25/05/1996;25/5/96;Literatura;España;Como Topor río a menudo. Y si al infierno fuera ¿también lo haría? En el cielo no sería elegante troncharse de risa.;1996;si;no;no;imperfectivo;animado;;
1004;25/06/1990 , Cambio 16, nº 970, 25/06/1990 [España] [Madrid, Grupo 16, 25/06/1990] Literatura;NA;Cambio 16, nº 970, 25/06/1990;25/6/90;Literatura;España;— Sinceramente yo no me lo explico. La gente dice que se divierte, que se ríe y que se siente identificada. No lo sé.;1990;si;si;no;imperfectivo;animado;;
1005;25/07/1989 , ABC, 25/07/1989 [España] [Madrid, Prensa Española, S.A., 25/07/1989] Cine y vídeo;NA;ABC, 25/07/1989;25/7/89;Cine y vídeo;España;cine, siempre ha dado más juego con un cristal cóncavo delante que con una mirada seria y ceñuda, de esas que pretenden arrancar los secretos, los motivos, los deseos que impulsan a ese hombre a lanzarle un tejo a todo lo que se ponga a tiro. Aparte que, en riéndonos de él, nos reímos de todo el mundo, porque lo cierto es que cada pantalón suele llevar dentro, si no a un mujeriego, a alguien que le gustaría serlo.;1989;si;si;si;imperfectivo;animado;;
1006;25/07/1989 , ABC, 25/07/1989 [España] [Madrid, Prensa Española, S.A., 25/07/1989] Meteorología;NA;ABC, 25/07/1989;25/7/89;Meteorología;España;"Temperaturas del agua del mar: Cantábrico, entre 19 y 21 grados; Rías Bajas, 18-20; Costa de la Luz, 21-23; Costa del Sol, 21-23; Costa Cálida, 20-22; Costa del Azahar, 20-22; Costa Dorada, 20-22; Costa Brava, 19-21; Baleares, 21-23, y Canarias, 22 y 24 grados.";1989;no;;;;;;
1007;25/07/1989 , ABC, 25/07/1989 [España] [Madrid, Prensa Española, S.A., 25/07/1989] Tauromaquia;NA;ABC, 25/07/1989;25/7/89;Tauromaquia;España;convencidos de que la profesión de torero es la más difícil del mundo. Lo contrario de lo que piensan —mal piensan— quienes «hiposos», después de una buena comida, con un puro entre los dientes, andan convencidos de que el torero es un farsante vestido de colorines, que sale a una plaza a reírse de él y a llevarse un dinero fácil.;1989;si;si;si;infinitivo;animado;;
1008;25/07/1997 , ABC Electrónico, 25/07/1997 [España] [Madrid, Prensa Española, 1997] Escena;NA;ABC Electrónico, 25/07/1997;25/7/97;Escena;España;de un relato policiaco de terror. Es una sólida, compleja, construcción teatral en la que se funden, se unifican, la caricatura de una novela de terror y la fuerza sugestiva de unas situaciones cuya intriga se desarrolla progresivamente escena a escena, en la que la acción no hace temblar al espectador después de haber reído, sino reír al mismo tiempo que disimula una tentación, que a él mismo le sorprende, de temblar.;1997;frase hecha;no;no;perfectivo;animado;;
1009;25/07/1997 , ABC Electrónico, 25/07/1997 [España] [Madrid, Prensa Española, 1997] Medios de comunicación;NA;ABC Electrónico, 25/07/1997;25/7/97;Medios de comunicación;España;Esto es la guerra digital, la guerra de los canales, ríase usted del canal de Suez, del canal de Panamá y del canal de doña Rigoberta, que me dijo Cela que tiene un culo como una mesa camilla, los satélites dándose mandobles en el cielo alto, las ondas hertzianas, como locas, los miles de millones de dólares circulando por las galaxias bancarias, como cometas;1997;si;si;si;imperfectivo;animado;;
1010;25/08/1997 , El País, 25/08/1997 [España] [Madrid, Diario El País, S.A., 25/08/1997] Deportes;NA;El País, 25/08/1997;25/8/97;Deportes;España;Es alegre y extrovertida. Valora sobre todo la amistad y mantiene el contacto por correo incluso con amigos que no ve desde hace más de 10 años. Se confiesa una auténtica maniática de escribir cartas. «En mi primer mes en Madrid, envié más de 100», se ríe. Siente un gran amor por los delfines, unos animales que colecciona en fotos y figurillas. En 1996, tuvo la oportunidad de nadar con ellos en el Delfinario de Barcelona para un reportaje de televisión. «Me identifico con ellos. Son alegres y tienen los dientes separados, como yo», bromea.;1997;si;si;no;imperfectivo;animado;;
1011;25/09/1996 , El País, 25/09/1996 [España] [Madrid, Diario El País, S.A., 25/09/1996] Cine y vídeo;NA;El País, 25/09/1996;25/9/96;Cine y vídeo;España;No se la pierdan: hace reír, llorar y pensar.;1996;si;no;;;;causativa;
1012;25/09/1996 , El País, 25/09/1996 [España] [Madrid, Diario El País, S.A., 25/09/1996] Política;NA;El País, 25/09/1996;25/9/96;Política;España;Además, y ya puestos a reírnos, tal vez tenga también algo de risa la devoción conversa de estos intelectuales por talentos de la talla de Ronald Reagan, de Margaret Thatcher, incluso de José María Aznar.;1996;si;si;no;infinitivo;animado;;
1013;25/10/1980 , El País, 25/10/1980 [España] [Madrid, Diario El País, S.A., 25/10/1980] Cine y vídeo;NA;El País, 25/10/1980;25/10/80;Cine y vídeo;España;, cuando tres jóvenes feriantes vieron un ovni que se llevó a uno de ellos. La policía creyó que sus compañeros le habían matado, pero, a los diez días, apareció el joven. Entonces los agentes pensaron que se trataba de una broma, pero no pudieron demostrarlo». «De ahí», añadió riéndose, «que Francia sea el único país que ha reconocido a los ovni».;1980;si;si;no;imperfectivo;animado;;
1014;25/10/1996 , ABC Cultural, 25/10/1996 [España] [Madrid, Inter CD S.L. con el patrocinio de Grupo Planeta, 1996] Historia;NA;ABC Cultural, 25/10/1996;25/10/96;Historia;España;"a casarse. Ni siquiera la invitó a su boda. No mantuvo el contacto. Eso era extraño para ella. Sin embargo, no podía decir que se sintiera rechazada. Hay una canción en Rusia que dice: ""Si tu novio se va con otra novia, nunca sabrás quién ha sido más afortunada."". Se rió. De hecho, había estado pensando en que con él hubiera tenido una vida diferente. Tenía una tía en Crimea que vivía en un lugar templado junto al mar Negro, y ella y Álik hablaban de ir a vivir allí con la tía para no tener nunca frío y tomar el sol en la playa y comer fruta fresca";1996;si;si;no;perfectivo;animado;;
1015;25/10/1996 , ABC Cultural, 25/10/1996 [España] [Madrid, Inter CD S.L. con el patrocinio de Grupo Planeta, 1996] Literatura;NA;ABC Cultural, 25/10/1996;25/10/96;Literatura;España;LA gracia de Quevedo es la más concurrida de nuestro idioma: ninguna otra redacción de un reírse ha merecido tanta publicidad. El inconcebible manco ni se le acerca: está desaparecido por Don Quijote, y por Sancho, y por Maritornes, más reales que su padre. Don Francisco, en cambio, es hasta mitológico de verdadero: su ubicuidad está en los quioscos de Triunvirato y en los chistes del Colegio Nacional y en nuestras;1996;si;si;no;infinitivo;impersonal;;¿sustantivado?
1016;25/11/1998 , Escapada, 25/11/1998 [España] [Madrid, Ediciones periodísticas ADSEN S.L., 25/11/1998] Arte y cultura en general;NA;Escapada, 25/11/1998;25/11/98;Arte y cultura en general;España;Panorámica de la comarca vertebrada por multitud de pequeños ríos, como el que forma el río Ambroz.;1998;no;;;;;;
1017;25/11/1998 , Escapada, 25/11/1998 [España] [Madrid, Ediciones periodísticas ADSEN S.L., 25/11/1998] Turismo;NA;Escapada, 25/11/1998;25/11/98;Turismo;España;Las plácidas aguas del río Alharabe invitan el descanso.;1998;no;;;;;;
1018;26/01/1996 , El Mundo, 26/01/1996 [España] [Madrid, Unidad Editorial, 26/01/1996] Política;NA;El Mundo, 26/01/1996;26/1/96;Política;España;eruditos de una especie muy rara en España porque, sin ser sabios, conocían todos los prejuicios y abusos en materia de religión». Campomanes había proporcionado al conde de Aranda todo el material contra los jesuitas «era bizco, el conde de Aranda era bizco, el general de los jesuitas era bizco». «Yo me reía de la guerra entre aquellos tres estrábicos, uno de los cuales, como es lógico, había aplastado a los otros dos». Cuenta como Carlos III muere loco. «Era débil, terco, fiel en exceso a la religión». A Casanova le horroriza que aquella clase dirigente estuvieran dominada por los inquisidores y los confesores;1996;si;si;si;imperfectivo;animado;;
1019;26/04/1988 , ABC, 26/04/1988 [España] [Madrid, Prensa Española, S.A., 26/04/1988] Actualidad;NA;ABC, 26/04/1988;26/4/88;Actualidad;España;Se reía de buena gana con su afilada alegría cínica, infantil, divina y diabólica al mismo tiempo. Aprendía mucho en aquellas horas del hombre apoyado en el bastón. ¿Cómo volver hoy a Buenos Aires sin ver a Borges, como entonces?;1988;si;si;no;imperfectivo;animado;;
1020;26/04/1988 , ABC, 26/04/1988 [España] [Madrid, Prensa Española, S.A., 26/04/1988] Deportes;NA;ABC, 26/04/1988;26/4/88;Deportes;España;"Chris Evert ganó el torneo de Houston, al vencer por un claro 6-0 y 6-4 a su compatriota Martina Navratilova, cuya buena racha se ha truncado a manos de la que compartió con ella, durante tantos años, la supremacía del tenis femenino. Navratilova, que cometió numerosos errores, dijo al terminar el partido: «No sé si reír o llorar; me pregunto qué ha podido pasarme...»";1988;si;no;no;infinitivo;animado;;
