BIBLIOGRAFÍA;CORDEMÁFORO;AUTOR;TÍTULO;FECHA;TEMA;PAÍS;CONCORDANCIA;Válido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perífrasis;Observaciones
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;"con el arrogante lujo de ciertos personajes de provincia que quieren revelar en su porte su buena posición social. Era una hermosa figura que se defendía de los ultrajes del tiempo con buen éxito todavía. Don Robustiano era el médico de la nobleza desde muchos años atrás; pero si en política pasaba por reaccionario y se burlaba de los  progresistas, en religión se le tenía por volteriano, o lo que él y otros vetustenses entendían por tal. Jamás había leído a Voltaire, pero le admiraba tanto como le aborrecía Glocester, el Arcediano, que no lo había leído tampoco. En punto a letras, las de su ciencia inclusive, don";si;si;si;imperfectivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;"Voltaire y a veces el extraviado filósofo ginebrino pagaban el pato. Pero no; otro caballo de batalla tenía el Arcediano: el paganismo, la antigua idolatría. Aquel día, el viernes, estuvo oportunísimo burlándose de los egipcios. Al regente le costó trabajo contener la risa, que procuraba excitar Glocester.";si;si;si;imperfectivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;"sus consecuencias. Él prefería esta última materia. De vez en cuando, para conservar su fama de sabio entre las personas ilustradas de Vetusta, la emprendía con los infieles y herejes. Pero no se remontaba a los egipcios, ni siquiera a Voltaire. Los herejes que descuartizaba el Magistral eran frescos. Atacaba a los protestantes; se burlaba con gracia de sus discusiones, buscaba con arte el lado flaco de sus doctrinas y de su disciplina eclesiástica. Describiendo a veces los Consistorios de Berlín hacía pensar al auditorio: ""¡Pero aquellos desgraciados están locos!""";si;si;si;imperfectivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;"— El Estado se burla de la Iglesia, sí señor, eso es evidente, no hay concordato que valga; todo se promete, y no se hace nada...";si;si;si;imperfectivo;inanimado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;La mayor parte de los allí congregados habían vivido en Madrid algún tiempo y todavía imitaban costumbres, modales y gestos que habían observado allá. Así es que a semejanza de los socios de un club madrileño, hablaban a gritos en su palco, conversaban  con los cómicos a veces, decían galanterías o desvergüenzas a coristas y bailarinas, y se burlaban de los grandes ideales románticos que pasaban por la escena, mal vestidos, pero llenos de poesía. Todos eran escépticos en materia de moral doméstica, no creían en virtud de mujer nacida —salvo don Frutos, que conservaba frescas sus creencias— y despreciaban el amor consagrándose con toda el alma, o mejor, con todo el cuerpo, a;si;si;si;imperfectivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;tocaba con el de Ronzal, pocas veces los abonados del último se atrevían a entablar conversación con los Vegallana o quien allí estuviera convidado. Además de que el tabique intermedio dificultaba la conversación, los más no se atrevían, de hecho, a dar por no existente una diferencia de clases de que en teoría muchos se burlaban.;si;si;si;imperfectivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;"El Magistral había salido de su casa disgustado. ""A él no le importaba que fuese o no al teatro por ahora, tiempo llegaría en que sería otra cosa; pero la gente murmuraría; don Custodio, el Arcediano, todos sus enemigos se burlarían, hablarían de la escasa fuerza que el Magistral ejercía sobre sus penitentes... Temía el ridículo. La culpa la tenía él que tardaba demasiado en ir apretando los tornillos de la devoción a doña Ana.""";si;si;si;imperfectivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;"Había hablado la Regenta de ansiedades invencibles, del anhelo de volar más allá de las estrechas paredes de su caserón, de sentir más, con más fuerza, de vivir para algo más que para vegetar como otras; había hablado también de un amor universal, que no era ridículo por más que se burlasen de él los que no lo comprendían... había llegado a decir que sería hipócrita si aseguraba que bastaba para colmar los anhelos que sentía el cariño suave, frío, prosaico, distraído de Quintanar, entregado a sus comedias, a sus colecciones, a su amigo Frígilis y a su escopeta...";si;si;si;imperfectivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;Ana, burlando los decretos del médico, probó en los primeros días de aquella segunda convalecencia a leer en el libro querido: iba a él como un niño a una golosina.;transitivo;;;;;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;— ¡Oiga usted, señor don Pompeyo, que a mí las canas no me asustan! y si usted se burla, yo hago la cuestión personal...;si;si;no;imperfectivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;"Se comenzó a comer sin mucho ruido; todos se esforzaban en decir chistes. Joaquinito se burlaba del servicio  y hablaba de Fornos... y de La Taurina y el Puerto, donde se cenaba por todo lo flamenco.";si;si;si;imperfectivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;— Que usted se divierta mucho, Álvaro... —contestó ella sin asomo de ironía. Pero a él se le figuró que se burlaba de su torpeza ridícula, de su miedo estúpido... y sintió vehementes deseos de ahogarla. La mano de la Regenta tocó la de Mesía sin temblar, fría, seca.;si;si;si;imperfectivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;"muere de hambre en los desiertos almacenes donde un tiempo brillaban los vasos sagrados, patenas y copones, lámparas y candeleros con otros cien objetos del culto; muere en aquel rincón y muere de inanición, señores, por culpa del simoníaco que todos conocemos: muere, sí, morirá; pero el que se burla con artificios de nuestro código mercantil y de las leyes de la Iglesia, comerciando a pesar de ser sacerdote; el que mata de hambre al pobre ciudadano señor Barinaga, ¡ése no se gozará en su obra mucho tiempo, porque la indignación pública sube, sube, como la marea... y acabará por tragarse al";si;si;si;imperfectivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;— ¡Será el Magistral, el ladrón, el rapavelas, el que me ha despojado... y vendrá a burlarse... oh, si yo me levanto...! ¿pero usted qué hace que no les balda a palos? Fuera de mi casa... La justicia... ¿ya no hay justicia? ¿no hay justicia para los pobres?;si;si;no;infinitivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;". La del Banco echaba fuego por ojos y mejillas. Saboreaba el triunfo de su elocuencia. Ana disimulaba mal la impresión viva y profunda que le causaron las palabras de su amiga. ""Don Álvaro había vencido la virtud de la ministra, había sido su amante todo el verano en Palomares... y después se había burlado de ella, no había querido seguirla a Madrid."" Esta era en resumen la historia. Y el final así, lo recordaba Ana palabra por palabra:";si;si;si;perfectivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;"de modo que pudiera sospecharse de su pureza? ¿No habían estado mil veces solos, muy cerca uno de otro, no se habían tocado, no había ella, tal vez con imprudencia, aventurado caricias inocentes, someros halagos que hubieran hecho brotar el fuego si lo hubiera habido allí escondido...? ¡Y está abandonado! Se burlan de él hasta en los periódicos; hasta los impíos alaban a los misioneros, para rebajar la influencia del Magistral; la moda y la calumnia le han arrinconado, y yo  como el vulgo miserable, me pongo a gritar también, ¡crucifícale, crucifícale...! ¿Y el sacrificio que había prometido? ¿";si;si;si;imperfectivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;"mucho más adelantados que los bárbaros. ¡Pero había cada pillo todavía! ¿Y la amistad? La amistad era cosa perdida."" Paquito Vegallana, Álvaro Mesía, Joaquinito Orgaz, el respetable, o al parecer respetable señor Foja, que se decían tan amigos suyos, le habían engañado como a un chino; se habían burlado de él. Eran unos libertinos que renegaban en sus comilonas de la religión positiva para seducirle a él y librarse del miedo del infierno. Don Pompeyo rompió bruscamente sus relaciones con todos aquellos ""espíritus frívolos"" y no volvió a poner los pies en el Casino. Tomó esta resolución el día de  Navidad,";si;si;si;perfectivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;— ¡Vamos, vamos, pronto! —gritó el Magistral, cuya palidez no la causaba la tormenta. El trueno le sonaba a carcajadas de su mala suerte, a sarcasmos del diablo que se burlaba de él y de su miserable condición de clérigo.;si;si;si;imperfectivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;Cuando Álvaro, creyendo bastante cargada la mina, suplicó que se le dijera algo, por ejemplo, si se le perdonaba aquella declaración, si se le quería mal, si se había puesto en ridículo... si se burlaba de él, etc., Ana, separándose del roce de aquel brazo que la abrasaba, con un mohín de niña, pero sin asomo de coquetería, arisca, como un animal débil y montaraz herido, se quejó... se quejó con un sonido gutural, hondo, mimoso, de víctima noble, suave.;si;si;si;imperfectivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;"el gallo vetustense ya no  podía ser manirroto: no era Petra enemiga del vil metal, ni la ambición de mejorar de suerte y hasta de esfera, como ella sabía decir, era floja pasión en su alma, concupiscente de arriba abajo; pero en Mesía no buscaba ella esto; le quería por buen mozo, por burlarse a su modo del ama, a quien aborrecía ""por hipócrita, por guapetona y por orgullosa""; le quería por vanidad, y en cuanto a servirle en lo que él deseaba, también a ella le convenía por satisfacer su pasión favorita, después de la lujuria acaso, por satisfacer sus venganzas. Vengábase protegiendo ahora los amores";si;si;si;infinitivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;"de intrigas complicadas de que ella sola tenía el cabo. Por ahora a quien servía con lealtad era a Mesía; éste pagaba en amor, aunque era algo remiso para el pago, y ella le ayudaba cuanto podía, porque ayudarle era satisfacer los propios deseos: hundir al ama, tenerla en un puño, y burlarse sangrientamente del idiota del amo y del indino del canónigo. Para más adelante se reservaba la astuta moza el derecho de vender a don Álvaro y ayudar a su señor, al que pagaba, al que había de hacerla a ella señorona, a don Fermín. ¿Cuándo había de ser";si;si;si;infinitivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;"Ay, sí, era un pobre viejo; un pobre viejo, y le engañaban, se burlaban de él. Llegaba la edad en que iba a necesitar una compañera, como un báculo... y el báculo se le rompía en las manos, la compañera le hacía traición, iba a estar solo... solo; le abandonaban la mujer y el amigo...";si;si;si;imperfectivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;"humana de tan vergonzoso descubrimiento, ya no había modo de volverse atrás, esto es, de cambiar de resolución, de aplazar ni modificar la venganza. En cuanto alguien lo supiera había que proceder deprisa, con violencia; lo exigía así el mundo, las ideas del honor; él era al fin un marido burlado... Y a ella habría que llevarla a un convento. Y él, él se volvería a su tierra, si no le mataba Mesía; se escondería en La Almunia de don Godino.""";no;;;;;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;Para perseguir un bando de peguetas que volaba de prado en prado, siempre alerta, se separaron. Aquellos pajarracos no se comían, pero Frígilis les tenía declarada la guerra porque se burlaban de los cazadores con una especie de ironía, de sarcasmo que parecía racional. Esperaban, fingían estar descuidados, disimulaban su vigilancia, y al ir Frígilis a disparar, escondido tras un seto...  volaban los condenados gritando como brujas sorprendidas en aquelarre. Por eso los perseguía tenaz, irritado.;si;si;si;imperfectivo;animado;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;"Además, ya ella, por su servicio de policía secreta, y por lo que observaba directamente, había llegado a comprender que su hijo había perdido su poder sobre la Regenta. Si antes la maldecía porque la creía querida de su Fermo, ahora la aborrecía porque el desprecio, la burla, el engaño, la herían a ella también. ¡Despreciar a su hijo, abandonarle por un barbilindo mustio como don Álvaro! El orgullo de la madre daba brincos de cólera dentro de doña Paula. ""Su hijo era lo mejor del mundo. Era pecado enamorarse de él, porque era clérigo; pero mayor";no;;;;;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;"— Nada, ¡pero aún estamos a tiempo! —contestó el marido burlado, puesto en pie, con los puños apretados, avergonzado, como si se viera en camisa en medio de la plaza; furioso ante la idea de que no había habido allí nada, ningún crimen cuyo autor debía ser él, según exigían las leyes del honor... y del teatro—. Nada, nada...";no;;;;;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;;CLARÍN (LEOPOLDO ALAS);La Regenta;1884-1885;Novela;España;"respirar aire puro, sentir tierra bajo los pies, volver a la luz, el salir de este caos doloroso y volver a la evidencia de la vida, de la lógica, del orden y la consistencia del mundo; aunque fuera para volver a encontrar el recuerdo de un adulterio infame y de un marido burlado, herido por la bala de un miserable cobarde que huía de un muerto y no había huido del crimen.";no;;;;;;
1884 PÉREZ GALDÓS, BENITO, La de Bringas [España] [Alda Blanco/Carlos Blanco Aguinaga, Madrid, Cátedra, 1994] Relatos;;PÉREZ GALDÓS, BENITO;La de Bringas;1884;Relatos;España;Pez Al punto a que han llegado las cosas, amigo don Francisco, es imposible, es muy difícil, es arriesgadísimo aventurar juicio alguno. La revolución de que tanto nos hemos reído, de que tanto nos hemos burlado, de que tanto nos hemos mofado, va avanzando, va minando, va labrando su camino, y lo único que debemos desear, lo único que debemos pedir, es que no se declare verdadera incompatibilidad, verdadera lucha, verdadera guerra a muerte entre esa misma revolución y las instituciones, entre las nuevas ideas y el;si;si;si;perfectivo;animado;;
1885-1888 PEREDA, JOSÉ MARÍA DE, Sotileza [España] [Germán Gullón, Madrid, Espasa-Calpe, 1991] Novela;;PEREDA, JOSÉ MARÍA DE;Sotileza;1885-1888;Novela;España;Muergo volvió a reírse estúpidamente, y la muchacha tornó a hacerle burla.;no;;;;;;
1886 PARDO BAZÁN, EMILIA, Los pazos de Ulloa [España] [Nelly Clémessy, Madrid, Espasa Calpe, 1987] Novela;;PARDO BAZÁN, EMILIA;Los pazos de Ulloa;1886;Novela;España;¡Y cómo se burlaría la guisandera si por arte de magia apareciese allí un cocinero francés empeñado en redactar un menú, en reducirse a cuatro o seis principios, en alternar los fuertes con los ligeros y en conceder honroso puesto a la legumbre! ¡Legumbres a mí! * diría el ama del cura de Cebre, riéndose con toda su alma y;si;si;si;imperfectivo;animado;;
1886 PARDO BAZÁN, EMILIA, Los pazos de Ulloa [España] [Nelly Clémessy, Madrid, Espasa Calpe, 1987] Novela;;PARDO BAZÁN, EMILIA;Los pazos de Ulloa;1886;Novela;España;"la genealogía entera y verdadera de las casas de Cabreira y Moscoso, probando ce por be que el título de Ulloa no correspondía ni podía corresponder sino al duque de tal y cual, grande de España, etc.; y demostrándolo mediante oportuna exhibición de la Guía de Forasteros. Por cierto que al instruir estas diligencias se hizo bastante burla de  don Pedro y del señor de la Lage, a quien se acusaba de haber bordado la corona de marquesa en un juego de sábanas regalado a su hija; inocente desliz que el analista confirmó, especificando dónde y cómo se habían marcado las susodichas sábanas, y cuánto había costado el escusón * y el perendengue";no;;;;;;
1886 PARDO BAZÁN, EMILIA, Los pazos de Ulloa [España] [Nelly Clémessy, Madrid, Espasa Calpe, 1987] Novela;;PARDO BAZÁN, EMILIA;Los pazos de Ulloa;1886;Novela;España;Trampeta permaneció indeciso. Al cabo levantó la faz, con el orgullo de un gran estratégico, seguro siempre de inventar algún ardid para burlar al enemigo.;transitivo;;;;;;
1886 BLASCO, EUSEBIO, Mis Contemporáneos [España] [Madrid, Librería Editorial Leopoldo Martínez, 1905] Testimonios varios;;BLASCO, EUSEBIO;Mis Contemporáneos;1886;Testimonios varios;España;Burla burlando, como en el soneto de Lope, van delante los artistas que han de formar mi libro futuro, y que publicará, si á él y á mi nos da Dios salud (díganme que no soy devoto), el editor Alvarez.;frase hecha;;;;;;
1886 BLASCO, EUSEBIO, Mis Contemporáneos [España] [Madrid, Librería Editorial Leopoldo Martínez, 1905] Testimonios varios;;BLASCO, EUSEBIO;Mis Contemporáneos;1886;Testimonios varios;España;Burla burlando, como en el soneto de Lope, van delante los artistas que han de formar mi libro futuro, y que publicará, si á él y á mi nos da Dios salud (díganme que no soy devoto), el editor Alvarez.;no;;;;;;
1886 BLASCO, EUSEBIO, Mis Contemporáneos [España] [Madrid, Librería Editorial Leopoldo Martínez, 1905] Testimonios varios;;BLASCO, EUSEBIO;Mis Contemporáneos;1886;Testimonios varios;España;Poco importa al lector saber cómo se deslizaron los primeros años de su vida y los de su carrera. En la batalla de Vicálvaro se dió á conocer como valiente y como poeta. Herido y abandonado en unos trigos con su compañero Pastorfido, de quien era inseparable, pedía socorro en verso y se burlaba en verso de su suerte, echando sangre durante dos horas.;si;si;si;imperfectivo;animado;;
1895 LÓPEZ BAGO, EDUARDO, El separatista. Novela médico-social (Primera parte de una Tetralogía) [España] [Francisco Gutiérrez Carbajo, Madrid, Castalia, 1997] Novela;;LÓPEZ BAGO, EDUARDO;El separatista. Novela médico-social (Primera parte de una Tetralogía);1895;Novela;España;Era, en efecto, un bandolero que burlando la acción de la justicia, recorría los campos de Cuba, cometiendo toda clase de delitos. Incendiaba y saqueaba los ingenios, secuestraba, hacía escarmientos en los que trataban de delatarle, vivía del robo y del terror que inspiraba su nombre, capitaneando una partida de malhechores de su calaña.;transitivo;;;;;;
1895 LÓPEZ BAGO, EDUARDO, El separatista. Novela médico-social (Primera parte de una Tetralogía) [España] [Francisco Gutiérrez Carbajo, Madrid, Castalia, 1997] Novela;;LÓPEZ BAGO, EDUARDO;El separatista. Novela médico-social (Primera parte de una Tetralogía);1895;Novela;España;"Maura o no, le importaba muy poco que se burlase. Ella decía las verdades del barquero. Lo mismo que lo otro, ""lo de no tener quien le quisiera"". Por de pronto al señorito no le bastaba con padre, madre y hermana. Hasta reñía con su padre, como si un cariño así pudiera encontrarse de sobra. Y luego necesitaba una mujer.";si;si;no;imperfectivo;animado;;
1895 LÓPEZ BAGO, EDUARDO, El separatista. Novela médico-social (Primera parte de una Tetralogía) [España] [Francisco Gutiérrez Carbajo, Madrid, Castalia, 1997] Novela;;LÓPEZ BAGO, EDUARDO;El separatista. Novela médico-social (Primera parte de una Tetralogía);1895;Novela;España;— ¿Te burlas de nosotros?;si;si;si;imperfectivo;animado;;
1895 LÓPEZ BAGO, EDUARDO, El separatista. Novela médico-social (Primera parte de una Tetralogía) [España] [Francisco Gutiérrez Carbajo, Madrid, Castalia, 1997] Novela;;LÓPEZ BAGO, EDUARDO;El separatista. Novela médico-social (Primera parte de una Tetralogía);1895;Novela;España;— ¡Qué va! Estoy convencido de que para la guerra hace falta gente de todas clases. Burlarme de vosotros fuera burlarme de mí mismo. Soy de los vuestros. Todos sirven. Con que me alegraré de las dos cosas. De que tengamos guerra y de que tengamos dinero. Sobre todo de esto último. Hasta luego o hasta mañana.;si;si;si;infinitivo;animado;;
1895 LÓPEZ BAGO, EDUARDO, El separatista. Novela médico-social (Primera parte de una Tetralogía) [España] [Francisco Gutiérrez Carbajo, Madrid, Castalia, 1997] Novela;;LÓPEZ BAGO, EDUARDO;El separatista. Novela médico-social (Primera parte de una Tetralogía);1895;Novela;España;— ¡Qué va! Estoy convencido de que para la guerra hace falta gente de todas clases. Burlarme de vosotros fuera burlarme de mí mismo. Soy de los vuestros. Todos sirven. Con que me alegraré de las dos cosas. De que tengamos guerra y de que tengamos dinero. Sobre todo de esto último. Hasta luego o hasta mañana.;si;si;si;infinitivo;animado;;
1895 LÓPEZ BAGO, EDUARDO, El separatista. Novela médico-social (Primera parte de una Tetralogía) [España] [Francisco Gutiérrez Carbajo, Madrid, Castalia, 1997] Novela;;LÓPEZ BAGO, EDUARDO;El separatista. Novela médico-social (Primera parte de una Tetralogía);1895;Novela;España;— No es mal choteo. ¿Te burlas?;si;si;no;imperfectivo;animado;;
1895 LÓPEZ BAGO, EDUARDO, El separatista. Novela médico-social (Primera parte de una Tetralogía) [España] [Francisco Gutiérrez Carbajo, Madrid, Castalia, 1997] Novela;;LÓPEZ BAGO, EDUARDO;El separatista. Novela médico-social (Primera parte de una Tetralogía);1895;Novela;España;¡Sangrienta burla! Antojábasele al joven así y estaba visto que no sólo a los españoles alcanzaba sino que de más tremendo modo a los cubanos. Porque Lico concedía que todos los insurrectos fueran a la lucha de buena fe. Lo concedía por un momento y en hipótesis. Pues bien, aun así era preciso tachar de sobrado cándida su pretensión;no;;;;;;
1895 LÓPEZ BAGO, EDUARDO, El separatista. Novela médico-social (Primera parte de una Tetralogía) [España] [Francisco Gutiérrez Carbajo, Madrid, Castalia, 1997] Novela;;LÓPEZ BAGO, EDUARDO;El separatista. Novela médico-social (Primera parte de una Tetralogía);1895;Novela;España;"que aquella misma mañana el joven tuvo en su casa una escena acalorada con su familia. Que la madre le hubo de maldecir por no defender la causa, imitando los heroísmos del padre y siguiendo la tradición de la familia. Asegurábase que en la ""acera del Louvre"" estuvo insolente por todo extremo, burlándose de los que habían ido y de los que proyectaban ir a la guerra. Y éste fue el origen del conflicto. Quien recogió en nombre de todos aquellos insultos fue Pepe Martín. Lico le dio de bofetadas.";si;si;si;imperfectivo;animado;;
1895 LÓPEZ BAGO, EDUARDO, El separatista. Novela médico-social (Primera parte de una Tetralogía) [España] [Francisco Gutiérrez Carbajo, Madrid, Castalia, 1997] Novela;;LÓPEZ BAGO, EDUARDO;El separatista. Novela médico-social (Primera parte de una Tetralogía);1895;Novela;España;piedad para los jefes y especialmente para los que figuraron en la otra guerra que habían depuesto las armas y ahora faltaban a lo pactado en el Zanjón, a la palabra de honor que a él mismo le dieran. Contra ellos era terrible su enojo. Conceptuaba lo hecho como una burla. Y de él nadie se burlaba impunemente. ¡Bien lo había llegado a saber y a mucha costa el mismo don Antonio Cánovas del Castillo, a pesar de todo su monstruoso talento!;no;;;;;;
1895-1902 UNAMUNO, MIGUEL DE, En torno al casticismo [España] [Luciano González Egido, Madrid, Espasa-Calpe, 1991] Literatura;;UNAMUNO, MIGUEL DE;En torno al casticismo;1895-1902;Literatura;España;". Son gentes que por huir del ruido presente que los aturde, incapaces de sumergirse en el silencio de que es ese  ruido, se recrean en ecos y retintines de sonidos muertos. Desprecian las constituciones forjadas más o menos filosóficamente a la moderna francesa, y se agarran a las forjadas históricamente a la antigua española: se burlan de los que quieren hacer cuerpos vivos de las nubes, y quieren hacerlos de osamentas; execrando del jacobinismo, son jacobinos. Entre ellos, más que en otra parte, se hallan los dedicados a ciertos estudios llamados históricos, de erudición y compulsa, de donde sacan legitimismos y derechos históricos y esfuerzos por escapar";si;si;si;imperfectivo;animado;;
1895-1902 UNAMUNO, MIGUEL DE, En torno al casticismo [España] [Luciano González Egido, Madrid, Espasa-Calpe, 1991] Literatura;;UNAMUNO, MIGUEL DE;En torno al casticismo;1895-1902;Literatura;España;sirva ante la conciencia eterna de la humanidad toda la labor que en torno a su sombra hagan los entomólogos de la historia, ni la que hagan los que ponen sobre nuestras cualidades nuestros defectos, toda esa falange que cree de mal gusto de ignorancia y mandado recojer el decir la verdad sobre esa sombra y de muy buen tono burlarse del himno de Riego.;si;si;si;infinitivo;animado;;
1895 DICENTA, JOAQUÍN, Juan José. Drama en tres actos y en prosa [España] [Jaime Mas, Madrid, Cátedra, 1992] Teatro;;DICENTA, JOAQUÍN;Juan José. Drama en tres actos y en prosa;1895;Teatro;España;Paco No se burle usté. Conmigo no ha venido nadie. Esas mujeres vienen con dos amigos míos, y están ahí porque ellos las han invitao. Pa mí, como si no estuvieran.;si;si;no;imperfectivo;animado;;
1895 DICENTA, JOAQUÍN, Juan José. Drama en tres actos y en prosa [España] [Jaime Mas, Madrid, Cátedra, 1992] Teatro;;DICENTA, JOAQUÍN;Juan José. Drama en tres actos y en prosa;1895;Teatro;España;Ignacio ¿Que no respeta?... ¿Por qué no respeta?...  ¡Porque no ha querido sufrir que su maestro se burle de él y requiebre a la mujer que vive con él!... ¡Peazos * le hubiera hecho yo!;si;si;si;imperfectivo;animado;;
1895 DICENTA, JOAQUÍN, Juan José. Drama en tres actos y en prosa [España] [Jaime Mas, Madrid, Cátedra, 1992] Teatro;;DICENTA, JOAQUÍN;Juan José. Drama en tres actos y en prosa;1895;Teatro;España;Juan José ¿Pero estás ciega, o te burlas de mí? (Con enojo.) ¿Aún no has entendido lo que huronea * esta mujer? (Con tono de recelo.) ¿Es qué te has propuesto no entenderlo?...;si;si;si;imperfectivo;animado;;
