BIBLIOGRAFÍA;AUTOR;TÍTULO;FECHA;TEMA;PAÍS;CONCORDANCIA;Válido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perífrasis;Observaciones
1905 PARDO BAZÁN, EMILIA, La Quimera [España] [Marina Mayoral, Madrid, Cátedra, 1991] Novela;PARDO BAZÁN, EMILIA;La Quimera;1905;Novela;España;La Quimera ¡Yo soy rauda y regocijada! Descubro al hombre deslumbrantes perpectivas, paraísos en las nubes y dichas remotas. Derramo en las almas las eternas locuras,  planes de dicha, fantasías de porvenir, sueños de gloria, juramentos de amor, altas resoluciones... Impulso al largo viaje y la magna empresa... Busco perfumes nuevos, flores más anchas;no;;;;;;
1905 PARDO BAZÁN, EMILIA, La Quimera [España] [Marina Mayoral, Madrid, Cátedra, 1991] Novela;PARDO BAZÁN, EMILIA;La Quimera;1905;Novela;España;A renglón seguido, con el infantilismo que exterioriza sus sensaciones, clamó regocijada:;no;;;;;;
1905 PARDO BAZÁN, EMILIA, La Quimera [España] [Marina Mayoral, Madrid, Cátedra, 1991] Novela;PARDO BAZÁN, EMILIA;La Quimera;1905;Novela;España;Una tarde, Valdivia, desde su sillón de achacoso convaleciente, anunció a Silvio que «tenemos un parroquiano. ¡Y qué parroquiano! De estos que sólo se cazan en París... Mi amigo Perico Aladro, * el pretendiente al trono de Albania...» En el regocije malicioso con que hablaba Valdivia, Silvio pensó descubrir la satisfacción de escamotearle el encargo sensacional a Marbley, el belga. A éste no le conocía Silvio aún, a pesar de oír su nombre, pronunciado en tono de consideración por la gente de buena sociedad, en tono de burla por los contados artistas con quienes había cruzado dos;no;;;;;;
1905 PARDO BAZÁN, EMILIA, La Quimera [España] [Marina Mayoral, Madrid, Cátedra, 1991] Novela;PARDO BAZÁN, EMILIA;La Quimera;1905;Novela;España;La familia penetró en el circuito que sombrean las acacias, saludando con premura, insistencia y afectado regocijo. Las señoras creyeron deber dejar solos a visitadores y visitado. María Pepa no pudo, al ver a Silvio de cerca, reprimir un movimiento de franca compasión, que le salió a la cara, más que nunca trigueña y dorada como el bollo que acaban de desenhornar —mientras Sendo forzaba la nota de cordialidad alegre,;no;;;;;;
1905 PARDO BAZÁN, EMILIA, La Quimera [España] [Marina Mayoral, Madrid, Cátedra, 1991] Novela;PARDO BAZÁN, EMILIA;La Quimera;1905;Novela;España;"sonajas, jinetes. Areal reventaba de bañistas; los aldeanos andaban contentos, porque la leche y los huevos y la legumbre y el lavado se pagaban bien; los caballeros siempre sudan plata. Con frecuencia estallaban cohetes, cruzaban murgas, gaiteros dirigiéndose a las parroquias donde se festejaba al santo. Ruido, actividad, regocijo, sol; y el artista se moría allí, en la terraza, donde los gruesos corales del gran cerezo viejo, torcido, añoso, caían y se pisaban, dejando en el suelo amplias manchas, goterones de sangre.";no;;;;;;
1905-1907 COLOMA, LUIS, Jeromín [España] [Miami, Omega Internacional, 2003] Novela;COLOMA, LUIS;Jeromín;1905-1907;Novela;España;"El correo mismo que llevó la carta de Don Juan trajo la respuesta de doña Magdalena: que ella vendría a Madrid para darle la bendición que pedía y el abrazo que deseaba y otros mil abrazos y bendiciones que por cuenta suya propia deseaba darle. Mandó, pues, Don Juan, muy regocijado, preparar las habitaciones que siempre tenía reservadas en su casa para doña Magdalena, que estaban, independientes y cómodas, en uno de los dos torreones que flanqueaban el palacio; era éste, como ya dijimos, el del conde de Lemus, en la plazuela de Santiago, capaz y suntuoso, con dos pisos";no;;;;;;
1905-1907 COLOMA, LUIS, Jeromín [España] [Miami, Omega Internacional, 2003] Novela;COLOMA, LUIS;Jeromín;1905-1907;Novela;España;"para armarse y decretó por sí y ante sí la expulsión de las tropas extranjeras de los Estados. En tan mala coyuntura llegaron las cartas de Don Juan de Austria al Consejo de Bruselas y a los tercios amotinados y vencedores en Amberes. Obedecieron éstos al punto, deponiendo las armas como les mandaba aquel general tan amado y respetado, y hubo gran regocijo entre ellos al saber que le tenían por gobernador y capitán general. Pero los del Consejo, divididos entre sí, negábanse unos a entregar el mando a Don Juan; temían otro tamaño desafuero contra la autoridad del rey, y sólo se concertaban en pedir consejo al príncipe de Orange, Guillermo el";no;;;;;;
1907 BENAVENTE, JACINTO, Los intereses creados [España] [Fernando Lázaro Carreter, Madrid, Cátedra, 1995] Teatro;BENAVENTE, JACINTO;Los intereses creados;1907;Teatro;España;"cuanto en ella sucede no pudo suceder nunca, que sus personajes no son ni semejan hombres y mujeres, sino muñecos o fantoches de cartón y trapo, con groseros hilos, visibles a poca luz y al más corto de vista. Son las mismas grotescas máscaras de aquella Comedia del Arte italiano, no tan regocijadas como solían, porque han meditado mucho en tanto tiempo. Bien conoce el autor que tan primitivo espectáculo no es el más digno de un culto auditorio de estos tiempos; así, de vuestra cultura tanto como de vuestra bondad se ampara. El autor sólo pide que aniñéis cuanto sea posible vuestro espíritu. El mundo está";no;;;;;;
1908 ÁLVAREZ QUINTERO, SERAFÍN/ÁLVAREZ QUINTERO, JOAQUÍN, Las de Caín. Comedia en tres actos [España] [Z. Eilene Lamb/Norman L. Willey, Boston, Allyn and Bacon, 1924] Teatro;ÁLVAREZ QUINTERO, SERAFÍN/ÁLVAREZ QUINTERO, JOAQUÍN;Las de Caín. Comedia en tres actos;1908;Teatro;España;Marín. Hasta ahora. (Se marcha por donde salió. Doña Elvira y don Segismundo lo saluda con la mano despidiéndolo. Cuando se supone que ha salido ya del jardín, doña Elvira va a abrazar a su esposo, toda regocijada.);no;;;;;;
1911 BAROJA, PÍO, El árbol de la ciencia [España] [Pío Caro Baroja, Madrid, Ediciones Cátedra, 1996] Novela;BAROJA, PÍO;El árbol de la ciencia;1911;Novela;España;"apoyándose en varios sitios al mismo tiempo. Así como encajonada, en un espacio estrecho, formado por dos sillas y la mesa o por las sillas y el armario del comedor, se ponía a hablar con su habitual cinismo, escandalizando a su madre y a su hermana. Todo lo que fuera deforme en un sentido humano la regocijaba. Estaba acostumbrada a no guardar respeto a nada ni a nadie. No podía tener amigas de su edad, porque le gustaba espantar a las mojigatas con barbaridades; en cambio, era buena para los viejos y para los enfermos, comprendía sus manías, sus egoísmos, y se reía de ellos. Era también servicial;";transitivo;;;;;;
1914 UNAMUNO, MIGUEL DE, Niebla [España] [Armando F. Zubizarreta, Madrid, Castalia, 1995] Novela;UNAMUNO, MIGUEL DE;Niebla;1914;Novela;España;"terrible que hay en el hombre: ¡el sentido de la responsabilidad! Yo entrego a mi hijo el legado perenne de la humanidad. Con meditar en el misterio de la paternidad hay para volverse loco. Y si los más de los padres no se vuelven locos es porque son tontos... o no son padres. Regocíjate, pues, Augusto, que con eso de habérsete escapado te evitó acaso el que fueses padre. Y yo te dije que te casaras, pero no que te hicieses padre. El matrimonio es un experimento... psicológico; la paternidad lo es... patológico.";si;si;no;imperfectivo;animado;;
1920-1924 VALLE-INCLÁN, RAMÓN MARÍA DEL, Luces de Bohemia. Esperpento [España] [Alonso Zamora Vicente, Madrid, Espasa-Calpe, 1995] Teatro;VALLE-INCLÁN, RAMÓN MARÍA DEL;Luces de Bohemia. Esperpento;1920-1924;Teatro;España;EL MARQUÉS En el tiempo de mis veleidades literarias, lo elegí por maestro. ¡Es admirable! Con un filósofo tímido y una niña boba en fuerza de inocencia, ha realizado el prodigio de crear la más bella tragedia. Querido Rubén, Hamlet y Ofelia, en nuestra dramática española, serían dos tipos regocijados. ¡Un tímido y una niña boba! ¡Lo que hubieran hecho los gloriosos hermanos Quintero!;no;;;;;;
1921 MIRÓ, GABRIEL, Nuestro Padre San Daniel. Novela de capellanes y devotos [España] [Manuel Ruiz-Funes, Madrid, Cátedra, 1988] Novela;MIRÓ, GABRIEL;Nuestro Padre San Daniel. Novela de capellanes y devotos;1921;Novela;España;La gracia fue en busca del P. Bellod, que estaba enjalbegando las paredes de su corral. Suele repetirse este episodio del hombre a quien sorprende la gloria en el momento de andar afanado en humildes servicios, y casi siempre —nos dice la Historia— estas exaltaciones, más que al ungido, halagan y regocijan a sus deudos y familiares. Así se cumplió en los clérigos, sacristanes, fámulos * y chicos * misarios de San Bartolomé que, sabiendo la mejorada salida de su párroco, se olvidaron de su yugo y brincaban y gritaban muy gozosos mientras él les hincaba su pupila fosfórica, la pupila que traspasó la agonía de las;transitivo;;;;;;
1921 MIRÓ, GABRIEL, Nuestro Padre San Daniel. Novela de capellanes y devotos [España] [Manuel Ruiz-Funes, Madrid, Cátedra, 1988] Novela;MIRÓ, GABRIEL;Nuestro Padre San Daniel. Novela de capellanes y devotos;1921;Novela;España;Cuando supo que le esperaban los enviados de la parroquial de San Daniel, y que era visita de gracias por el nombramiento del P. Bellod, se regocijó mucho. La temió de pesadumbre y de rebeldía contra los rigores y tosquedad del nuevo párroco. Lo había escogido para reprimir las relajaciones de los de San Daniel, y si esto no fuere posible —pensó el señor obispo—, al menos que los de San Bartolomé descansen de ese hombre... ¡Y he aquí que acertaba;si;si;no;perfectivo;animado;;
1921 MIRÓ, GABRIEL, Nuestro Padre San Daniel. Novela de capellanes y devotos [España] [Manuel Ruiz-Funes, Madrid, Cátedra, 1988] Novela;MIRÓ, GABRIEL;Nuestro Padre San Daniel. Novela de capellanes y devotos;1921;Novela;España;"Todos aprobaron que la huérfana viviese con los nuevos esposos. Levantóse Paulina muy gozosa. Ávida de familia, alejada de tía Corazón por la rigorosa tutela de las amistades, acogió la noticia de una hermana como una promesa de desconocidas ternuras. Se la imaginó muy delicada y niña. Jugarían las dos entre regocijados coloquios; claro que ella, como casada y con padre y en su ciudad y todo, la guardaría maternalmente; y después, si el Señor la bendijese, sus hijos tendrían dos mamás como dos muñecas. Enseguida adolecióse de que estuviese sola, y le pidió a don Álvaro que anticipase su llegada; le preguntó";no;;;;;;
1921 MIRÓ, GABRIEL, Nuestro Padre San Daniel. Novela de capellanes y devotos [España] [Manuel Ruiz-Funes, Madrid, Cátedra, 1988] Novela;MIRÓ, GABRIEL;Nuestro Padre San Daniel. Novela de capellanes y devotos;1921;Novela;España;Se regocijó Monera, y se pasmó la hermana de don Álvaro.;si;si;no;perfectivo;animado;;
1921 PÉREZ DE AYALA, RAMÓN, Belarmino y Apolonio [España] [Andrés Amorós, Madrid, Cátedra, 1996] Novela;PÉREZ DE AYALA, RAMÓN;Belarmino y Apolonio;1921;Novela;España;"Las regocijadas zalemas del señor Colignon no enojaban a Belarmino; antes le producían emoción y halago. Era muy penetrativo el zapatero, * rápido en percatarse del mecanismo y expresión de pasiones y afectos; pero como al propio tiempo su bondad aventajaba aún a su penetración, cuando sospechaba * un sentimiento ajeno de hostilidad o";no;;;;;;
1921 PÉREZ DE AYALA, RAMÓN, Belarmino y Apolonio [España] [Andrés Amorós, Madrid, Cátedra, 1996] Novela;PÉREZ DE AYALA, RAMÓN;Belarmino y Apolonio;1921;Novela;España;— Épatant, épatant, mi querido Belarmino —replicó el confitero con regocijado pasmo *—. Te entiendo. Yo soy un epicúreo y tú un estoico, ¿no es esto?;no;;;;;;
1926 MAEZTU, RAMIRO DE, Don Quijote, Don Juan y la Celestina. Ensayos en simpatía. [España] [Madrid, Espasa-Calpe, 1981] Literatura;MAEZTU, RAMIRO DE;Don Quijote, Don Juan y la Celestina. Ensayos en simpatía.;1926;Literatura;España;"a convertirse en máxima universal de nuestra alma española: No nos metamos en libros de caballerías. No seamos Quijotes. El que se mete a Redentor sale crucificado. Pero los demás libros de nuestra literatura picaresca no dejan en el ánimo filosofía alguna, sino meramente el recuerdo de los incidentes que nos han divertido. Nos regocijan al leerlos, pero no imprimen en nuestras almas mandamiento alguno; sólo el Quijote es al mismo tiempo diversión y consejo, pero un consejo que ejerce su influencia especialmente sobre los españoles. El Quijote se ha traducido a todos los idiomas literarios del mundo, pero se me figura que sólo en los pueblos españoles se ha";transitivo;;;;;;
1926 MAEZTU, RAMIRO DE, Don Quijote, Don Juan y la Celestina. Ensayos en simpatía. [España] [Madrid, Espasa-Calpe, 1981] Literatura;MAEZTU, RAMIRO DE;Don Quijote, Don Juan y la Celestina. Ensayos en simpatía.;1926;Literatura;España;de la vida, aquella justa apreciación de los hombres y de las cosas, aquella tendencia observadora, crítica y un tanto  escéptica e irónica que caracteriza a los hombres que han vivido mucho y de prisa, han sufrido no poco y han conocido de cerca las flaquezas de los hombres y las deformaciones de la realidad. Su carácter regocijado y maleable, la natural benevolencia de su ánimo y, más que todo, la resignación que a los desgraciados imponía entonces la fe religiosa, mostrándoles en un mundo mejor la compensación de todos los dolores e injusticias del presente, le impidieron entregarse a un negro pesimismo (por otra parte impropio de su época);no;;;;;;
1929 ESPINA, ANTONIO, Luna de copas (Novela) [España] [Madrid, Revista de Occidente, 1929] Novela;ESPINA, ANTONIO;Luna de copas (Novela);1929;Novela;España;Por otra parte, los habitantes del pequeño puerto, antes abandonado y perdido, se regocijan olfateando las ventajas que obtendrían en pocos años si lograsen convertir el lugar en una playa elegante.;si;si;no;imperfectivo;animado;;
1929 ESPINA, ANTONIO, Luna de copas (Novela) [España] [Madrid, Revista de Occidente, 1929] Novela;ESPINA, ANTONIO;Luna de copas (Novela);1929;Novela;España;A la pequeña isla de Caribdys, la  ocurría mucho de esto, con relación a uno sólo de sus habitantes —que no eran más de veinte o veinticinco personas—, al joven, regocijado y huraño Aurelio.;no;;;;;;
1929 ESPINA, ANTONIO, Luna de copas (Novela) [España] [Madrid, Revista de Occidente, 1929] Novela;ESPINA, ANTONIO;Luna de copas (Novela);1929;Novela;España;Comprendió la huida zumbona de don Enrique, después de la escena. Sus cabriolas y tambaleos. La risa bárbara y regocijada. El bufo revolar de sus manos sobre los hombros y la desaparición repentina, huracanada, como si le arrebatase algún vendaval por el escotillón de la puerta.;no;;;;;;
1930 ARCONADA, CÉSAR, La turbina [España] [Gonzalo Santonja, Madrid, Ediciones Turner, 1975] Novela;ARCONADA, CÉSAR;La turbina;1930;Novela;España;Pronto se reunió alrededor del poste un grupo bastante numeroso de labradores. Comentaban el caso vivamente, y todos se regocijaban con aquello de «agua potable».;si;si;con;imperfectivo;animado;;
1930 ORTEGA Y GASSET, JOSÉ, La rebelión de las masas [España] [Miami, Omega Internacional, 2003] Literatura;ORTEGA Y GASSET, JOSÉ;La rebelión de las masas;1930;Literatura;España;"Frente a ese estado emotivo, ¿no es evidente que la sensación de nuestra época se parece más a la alegría y alboroto de chicos que se han escapado de la escuela? Ahora ya no sabemos lo que va a pasar mañana en el mundo, y eso secretamente nos regocija; porque eso, ser imprevisible, ser un horizonte siempre abierto a toda posibilidad, es la vida auténtica, la verdadera plenitud de la vida.";transitivo;;;;;;
1930 ORTEGA Y GASSET, JOSÉ, La rebelión de las masas [España] [Miami, Omega Internacional, 2003] Literatura;ORTEGA Y GASSET, JOSÉ;La rebelión de las masas;1930;Literatura;España;"liberta de toda supeditación al hombre medio. Se sabe a sí misma, por esencia, problemática, y abraza alegre su libre destino de Pájaro del Buen Dios, sin pedir a nadie que cuente con ella, ni recomendarse, ni defenderse. Si a alguien, buenamente, le aprovecha para algo, se regocija por simple simpatía humana; pero no vive de ese provecho ajeno, ni lo premedita, ni lo espera. ¿Cómo va a pretender que nadie la tome en serio, si ella comienza por dudar de su propia existencia, si no vive más que en la medida en que se combata a sí misma, en que";si;si;no;imperfectivo;animado;;
1943 FERNÁNDEZ FLÓREZ, WENCESLAO, El bosque animado [España] [José-Carlos Mainer, Madrid, Espasa-Calpe, 1997] Novela;FERNÁNDEZ FLÓREZ, WENCESLAO;El bosque animado;1943;Novela;España;en el tojal, de insectos que se deslizan entre vuestros zapatos, con la prisa de todas sus patitas entorpecidas por los obstáculos de aquella selva virgen que para ellos representan los musgos, las zarzas, los brezos, los helechos. El corazón de la tierra siente sobre sí este hervor y este abrigo, y se regocija.;si;si;no;imperfectivo;inanimado;;
1943 FERNÁNDEZ FLÓREZ, WENCESLAO, El bosque animado [España] [José-Carlos Mainer, Madrid, Espasa-Calpe, 1997] Novela;FERNÁNDEZ FLÓREZ, WENCESLAO;El bosque animado;1943;Novela;España;"no tenía sino los huesos y la piel. Y la boca más le servía para los rezos que para la comida, y los ojos para llorar más que para ver un mundo que ya no le importaba. Y al fin se murió, y  la recibieron los ángeles del Señor y le dijeron: «Regocíjate, Olalla, porque entras en el cielo.» Y ella se dio a recorrerlo todo, con una sonrisa alegre y una mirada ansiosa, y se fue por donde están las estrellas con miles y miles de almas volando alrededor, como mariposas junto a una luz; y vio el paraíso donde se pasean los justos,";si;si;no;imperfectivo;animado;;
1943 FERNÁNDEZ FLÓREZ, WENCESLAO, El bosque animado [España] [José-Carlos Mainer, Madrid, Espasa-Calpe, 1997] Novela;FERNÁNDEZ FLÓREZ, WENCESLAO;El bosque animado;1943;Novela;España;al penetrar por unos grandes balcones abiertos. Geraldo se asomó y divisó la extensión de fértiles campos enverdecidos. Apretadas plantas con sus diversas tonalidades daban a la tierra el más ubérrimo aspecto que hubieran contemplado nunca ojos de labrador. En los surcos, el agua de regadío trazaba fronteras para  los sembrados. El joven se regocijó en aquella abundancia, y el viejo le explicó:;si;si;en;perfectivo;animado;;
1948 GÓMEZ DE LA SERNA, RAMÓN, Automoribundia [España] [Buenos Aires, Editorial Sudamericana, 1948] Historia;GÓMEZ DE LA SERNA, RAMÓN;Automoribundia;1948;Historia;España;"los que gatean por los escaños, propio de los arribistas. Felicito al tocayo de Narváez, de Cabrera, de Campoamor y de Valle-Inclán, cantor de los artistas de circo. Queda el placentero recuerdo del homenaje al insigne Ramón, cronista de circo, sumiller del P. E. N., apóstol de Pombo, regocijo y deleite de sus lectores numerosísimos y encanto de sus amigos.""";no;;;;;;
1948 GÓMEZ DE LA SERNA, RAMÓN, Automoribundia [España] [Buenos Aires, Editorial Sudamericana, 1948] Historia;GÓMEZ DE LA SERNA, RAMÓN;Automoribundia;1948;Historia;España;, que había escogido Ramón para su conferencia. Se trataba de dirigir la mirada sobre los temas accesorios de la vida y desviarla de los complejos y trascendentales. Cuando Ramón penetró en el salón con un encendedor de faroles de gas en la mano, a manera de báculo, se desbordó el alborozo del público, turbado y regocijado por aquella insólita entrada del conferenciante. La frase cortada y aguda del sutil escritor fué desarrollando el tema con verdaderos aciertos de imagen y de símil. Empezó exponiendo la necesidad de olvidar un tanto las preocupaciones fundamentales de la política y de la violencia social para encontrar otros temas placenteros que aplaquen la saña de la vida;no;;;;;;
1948 GÓMEZ DE LA SERNA, RAMÓN, Automoribundia [España] [Buenos Aires, Editorial Sudamericana, 1948] Historia;GÓMEZ DE LA SERNA, RAMÓN;Automoribundia;1948;Historia;España;y tranquila que al cabo de los siglos llega de Cervantes a Manzoni. Tiene Ramón un precedente en la difusión literaria y artística, casi contagiosa del barroco español en las dos Sicilias, cuando los martirios de Ribera y los dramas calderonianos comunican al inflamable Mediodía un españolesco furor. Pero el contagio de Ramón es como un regocijado sarampión o como un jovial paso de viruelas locas de la fantasía o de bailes de San Vito. Es un contagio que produce inmediatamente la gran coreografía de amenidades intelectuales del ramonismo. Simpático, fresco y despreocupado, como quien sale de una interminable faena de baño, de masaje, de manicura y de peluquería, Ramón;no;;;;;;
1950 FERNÁNDEZ-FLÓREZ, DARÍO, Lola, espejo oscuro [España] [Madrid, Plenitud, 1950] Novela;FERNÁNDEZ-FLÓREZ, DARÍO;Lola, espejo oscuro;1950;Novela;España;Entonces se apagó la luz en todo el piso y sonaron otra vez los chirridos escandalosos de las chicharras, que se regocijaban por todo. El me cogió, me estrechó con fuerza entre sus brazos y nos besamos con un beso corto y brutal. Después se levantó, le oí que se limpiaba mi rouge de su boca con un pañuelo y, chascando el encendedor,  se fué por el pasillo del piso a ver los plomos de;si;si;por;imperfectivo;animado;;
1950 FERNÁNDEZ-FLÓREZ, DARÍO, Lola, espejo oscuro [España] [Madrid, Plenitud, 1950] Novela;FERNÁNDEZ-FLÓREZ, DARÍO;Lola, espejo oscuro;1950;Novela;España;"un viejo que tenía en su casa una pintura extraordinaria; pintura que, antes, yo había comprado a un anticuario de la plaza del Angel por ochenta duros y que por este precio ya podía ser buena, pues era muy chica y representaba una pareja antigua metiéndose mano en un cuarto, mientras la curiosa y regocijada cabeza de un tío muy feo asomaba por una ventana, sin que los enamorados se dieran cuenta. Por cierto que el anticuario, que debía ser un tío guasón, me aseguró que era una pintura flamenca. ¡Vamos!, que era muy chula, por lo visto. Y allá la llevé yo, a casa d";no;;;;;;
1950 ALONSO, DÁMASO, Poesía española. Ensayo de métodos y límites estilísticos. Garcilaso, Fray Luis de León, San Juan de la Cruz, Góngora, Lope de Vega, Quevedo [España] [Madrid, Gredos, 1993] Literatura;ALONSO, DÁMASO;Poesía española. Ensayo de métodos y límites estilísticos. Garcilaso, Fray Luis de León, San Juan de la Cruz, Góngora, Lope de Vega, Quevedo;1950;Literatura;España;"Saltemos ahora al siglo xvii. Hojeemos el epistolario de Lope. Encontramos allí muy curiosos juicios. Por ejemplo, a Don Gil de las calzas verdes, la regocijada farsa de Tirso, la califica de ""desatinada comedia"".  ¿Es posible que Lope —el gran conocedor de teatro— no se diera cuenta de que la técnica de la comedia por él introducida, Tirso la llevaba a sus últimas consecuencias al apurar hasta el límite la intriga, prodigioso hilo que en la";no;;;;;;
1957 LAÍN ENTRALGO, PEDRO, La Espera y la Esperanza. Historia y teoría del esperar humano [España] [Madrid, Alianza Editorial, 1984] Literatura;LAÍN ENTRALGO, PEDRO;La Espera y la Esperanza. Historia y teoría del esperar humano;1957;Literatura;España;"época —la comprendida entre 1518 y 1533— en la cual Lutero pareció dejar la puerta abierta a la relajación moral. He aquí el texto en que figura, el famoso pecca fortiter, procedente de una carta escrita a Melanchton desde el Wartburg, el 1 de agosto de 1521: ""Sé pecador y peca fuertemente, pero confía y regocíjate más fuertemente en Cristo, vencedor del pecado, la muerte y el mundo. Hay que pecar, mientras estemos aquí abajo... Nos basta haber conocido el Cordero que quita los pecados del mundo; con ello el pecado no podrá separarnos de él, aunque forniquemos o matemos mil veces en un día"".";si;si;en;imperfectivo;animado;;
1957 LAÍN ENTRALGO, PEDRO, La Espera y la Esperanza. Historia y teoría del esperar humano [España] [Madrid, Alianza Editorial, 1984] Literatura;LAÍN ENTRALGO, PEDRO;La Espera y la Esperanza. Historia y teoría del esperar humano;1957;Literatura;España;"hombre tiene singular vocación"" (OC, VI, 424). Con otras palabras: es feliz la vida empleada en aquello por lo cual sea capaz de morir quien la emplea (OC, III, 219), la actividad en que la muerte, si por su causa sobreviene, resulte ser una ""muerte regocijada"". ""Por esta razón —confiesa Ortega—, yo no he podido sentir nunca hacia los mártires admiración, sino envidia. Es más fácil lleno de fe morir, que exento de ella arrastrarse por la vida. La muerte regocijada es el síntoma de toda cultura vivaz y completa, donde las ideas tienen eficacia";no;;;;;;
1957 LAÍN ENTRALGO, PEDRO, La Espera y la Esperanza. Historia y teoría del esperar humano [España] [Madrid, Alianza Editorial, 1984] Literatura;LAÍN ENTRALGO, PEDRO;La Espera y la Esperanza. Historia y teoría del esperar humano;1957;Literatura;España;"que la muerte, si por su causa sobreviene, resulte ser una ""muerte regocijada"". ""Por esta razón —confiesa Ortega—, yo no he podido sentir nunca hacia los mártires admiración, sino envidia. Es más fácil lleno de fe morir, que exento de ella arrastrarse por la vida. La muerte regocijada es el síntoma de toda cultura vivaz y completa, donde las ideas tienen eficacia  para arrebatar los corazones"" (OC, II, 86). Felicidad, en suma, es la coincidencia entre la vida proyectada y la vida real y efectiva (OC, IV, 407), el resultado subjetivo de ""encajar";no;;;;;;
1957 LAÍN ENTRALGO, PEDRO, La Espera y la Esperanza. Historia y teoría del esperar humano [España] [Madrid, Alianza Editorial, 1984] Literatura;LAÍN ENTRALGO, PEDRO;La Espera y la Esperanza. Historia y teoría del esperar humano;1957;Literatura;España;"más grave, de morir. Lo creído se define, en el orden moral, porque no sabemos vivir sin ello. Somos capaces, es verdad, de combatir y aun de morir por las ideas, pero sólo cuando expresan creencias subyacentes; sólo esas ideas hacen posible el gustoso sacrificio supremo que Ortega llamó ""muerte regocijada"". Alguien ha escrito que nadie es capaz de morir por el sistema métrico decimal, a lo cual podría contestarse que no pocos hombres han muerto por la ""creencia"" en la razón de que el sistema métrico decimal fué ""idea"".";no;;;;;;
1957 LAÍN ENTRALGO, PEDRO, La Espera y la Esperanza. Historia y teoría del esperar humano [España] [Madrid, Alianza Editorial, 1984] Literatura;LAÍN ENTRALGO, PEDRO;La Espera y la Esperanza. Historia y teoría del esperar humano;1957;Literatura;España;para las almas, vendrá sobre ti, como un rayo, y verás, desde el seno de las profundas tinieblas, al que ama tu alma y ha de hacerte feliz al acercarte. Un momento. Porque tú no sabes, hijo mío, lo que pides. Esa visión de la belleza misma te regocijará, mas te traspasará también.;transitivo;;;;;;
1961 MARTÍN-SANTOS, LUIS, Tiempo de silencio [España] [Barcelona, Seix Barral, 1996] Novela;MARTÍN-SANTOS, LUIS;Tiempo de silencio;1961;Novela;España;su vulgar decurso y mientras Dorita llenaba la bañera y mezclaba el agua fría con la caliente, probaba con la mano la temperatura ideal para un cuerpo intercadente, la anciana sacaba de un armario, de entre los montones de ropa blanca, un frasco de sales de baño azules que ella todavía a veces utilizaba y que la regocijaban con un gozo nostálgico cuando las burbujillas  recorrían su piel, amarillenta sí, pero todavía capaz de sentir frío o cosquillas.;transitivo;;;;;;
1961 MARTÍN-SANTOS, LUIS, Tiempo de silencio [España] [Barcelona, Seix Barral, 1996] Novela;MARTÍN-SANTOS, LUIS;Tiempo de silencio;1961;Novela;España;? Que esta imagen de la que fue, que triunfó con las mismas artes, que cualquier mujer del pueblo podría emplear si tuviera ocasión para ello, del descendiente del águila de la guerra y destructor de cuantas bibliotecas habían osado distribuir por la piel de toro los venales ministros de Carlos III, conforte y regocije y haga sentirse vengado al vencido pueblo que retrató el sordo a la luz de un farol entre mameluco y mameluco, exhalando chorros de sangre colorada en las mismas plazas sobre las que sobrevuelan, aun ahora, nubecillas blancas, es materia de consolación y signo sagrado del establecimiento de la civitas dei sobre el;no;;;;;;
1966 GOYTISOLO, JUAN, Señas de identidad [España] [Barcelona, Mondadori, 1996] Novela;GOYTISOLO, JUAN;Señas de identidad;1966;Novela;España;Inopinadamente te había asaltado el temor de que te tomara por un sádico y habías satisfecho las treinta y cinco pesetas que valía el libro regocijado por su púdica expresión de sospecha, con la estimulante comezón de tus dieciséis años —cuando salías del sucio quiosco de Atarazanas con una fotografía obscena en el bolsillo y corrías en busca del refugio en donde te fuera posible contemplarla y contentarte a solas con la vista fija en la glacial y deprimente imagen—. De vuelta;no;;;;;;
1966 GOYTISOLO, JUAN, Señas de identidad [España] [Barcelona, Mondadori, 1996] Novela;GOYTISOLO, JUAN;Señas de identidad;1966;Novela;España;La aparición de un factor de anarquía en la promiscua y monótona vida ciudadana constituía una verdadera fiesta. Álvaro examinó regocijado la inhóspita sucesión de tranvías harapientos, contento de saber que bajo la corteza de resignación y conformismo de los suyos latía una rebeldía sorda. A veces, durante sus agitados paseos en automóvil, Sergio le había expuesto sus planes de provocación social condensados en el lema «Oprimir al Pobre y Defraudar al Obrero en su;no;;;;;;
1967 BENET, JUAN, Volverás a Región [España] [Barcelona, Ediciones Destino, 1996] Novela;BENET, JUAN;Volverás a Región;1967;Novela;España;una realidad —no por supuesta menos ingrata— que al fin iba a sancionar la misma fuente de sus  reservas. Sentada en el sillón gemelo de la consulta de tanto en tanto se volvía hacia el Doctor con esa mirada significativa, chocarrera y vivaz, que guarda para el fiscal que le acusa, ese delincuente regocijado que en medio del estupor y espanto de la sala, se demuestra incapaz de comprender la magnitud de su delito. Pero al Doctor no le había pasado inadvertida la posibilidad de que su huésped, a fin de rehuir toda justificación, se refugiara en una suerte de artificiosa indiferencia con la que silenciar el temor al;no;;;;;;
