"BIBLIOGRAFÍA";"AUTOR";"TÍTULO";"FECHA";"TEMA";"PAÍS";"CONCORDANCIA"
"1994 , El Mundo, 26/01/1994 [España] [Madrid, Unidad editorial, 1995] Escena";;"El Mundo, 26/01/1994";1994;"Escena";"España";"Ríase... y luego tiemble"
"1994 , El Mundo, 26/01/1994 [España] [Madrid, Unidad editorial, 1995] Escena";;"El Mundo, 26/01/1994";1994;"Escena";"España";"un humor de situaciones y no de palabra. Los elementos guturales que, muy esporádicamente, utiliza Vol.Ras son un apoyo, un refuerzo en determinados momentos de la acción. Humor negro. Y reconfortante. Surge de una situación extrema, de la quiebra de los conceptos tradicionales y humanos de piedad y compasión. Ríanse, pues. Pero tiemblen después de haberse reído. Y adivinen, salvando por supuesto, las distancias, entre realidad y teatralidad, que puede ocurrirles si caen en manos de un equipo de médicos y enfermeras, como el de Pssssh."
"1994 , El Mundo, 26/01/1994 [España] [Madrid, Unidad editorial, 1995] Escena";;"El Mundo, 26/01/1994";1994;"Escena";"España";"Los elementos guturales que, muy esporádicamente, utiliza Vol.Ras son un apoyo, un refuerzo en determinados momentos de la acción. Humor negro. Y reconfortante. Surge de una situación extrema, de la quiebra de los conceptos tradicionales y humanos de piedad y compasión. Ríanse, pues. Pero tiemblen después de haberse reído. Y adivinen, salvando por supuesto, las distancias, entre realidad y teatralidad, que puede ocurrirles si caen en manos de un equipo de médicos y enfermeras, como el de Pssssh."
"27/02/1994 , El Mundo, 27/02/1994 [España] [Madrid, Unidad Editorial, 1995] Ejército, ciencia militar";;"El Mundo, 27/02/1994";"27/2/94";"Ejército, ciencia militar";"España";"la cabeza de su compañero lo hizo por orden del cabo primero. Pidió permiso para ir al baño y la reacción fue la de obligarle a orinar sobre su amigo para que no se le ocurriera volver a manifestar sus necesidades fisiológicas», relató a EL MUNDO un testigo de la escena, que al contrario que sus compañeros veteranos que ríen la humillación, consideró que esto formaba parte de la alienación a que fue sometido durante el tiempo que estuvo en el Ejército."
"26/05/1994 , El Mundo, 26/05/1994 [España] [Madrid, Unidad Editorial, 26/05/1994] Negocios";;"El Mundo, 26/05/1994";"26/5/94";"Negocios";"España";"43108G9 Abello Riera, Javier 3"
"17/06/1994 , La Vanguardia, 17/06/1994 [España] [Barcelona, T.I.S.A, 1994] Política";;"La Vanguardia, 17/06/1994";"17/6/94";"Política";"España";"Con la tranquilidad de conciencia de haberles votado siempre y de no haber percibido un solo duro, de sus arcas puedo decir, como el cardenal Segura al hablar de Pío XII, que el PSOE quizá continúe ""felizmente reinante, pero no con mi voto"". Estos chicos que empezaron riéndose de los que denunciaron el primero de sus trapicheos —el de la concesión de los estancos— se lo han ganado a pulso. Es bueno que se regeneren en la oposición y tomen conciencia de que, salvo excepciones, a la sociedad que les otorgó diez millones de votos de esperanza la trataron desde el poder con desdén"
"17/06/1994 , La Vanguardia, 17/06/1994 [España] [Barcelona, T.I.S.A, 1994] Arte y cultura en general";;"La Vanguardia, 17/06/1994";"17/6/94";"Arte y cultura en general";"España";"retome la fórmula de dividir la dirección artística con la administrativa. En segundo lugar, Giralt-Miracle presentará al consorcio el nuevo proyecto museográfico, que tendrá un carácter provisional. A grandes rasgos, el plan descarta el uso de la planta subterránea. En el primer nivel prevé situar la colección histórica (1940-1980), fundamentada en la colección Riera (Dau al Set). En el nivel intermedio, los fondos en depósito de ""la Caixa"", obras adquiridas por la Fundació MACB y fondos institucionales, por exponer de forma rotatoria. En el piso superior se reserva un espacio para exposiciones de artistas contemporáneos invitados (como Anselm Kiefer, Mario Merz u otros)."
"21/12/1994 , El Mundo, 21/12/1994 [España] [Madrid, Unidad Editorial, 1995] Política";;"El Mundo, 21/12/1994";"21/12/94";"Política";"España";"pronunciado sobre la reaparición del «caso GAL». Ayer participó en una reunión con todos los gobernadores civiles y delegados del Gobierno en el palacio de la Moncloa, pero no hizo ninguna declaración. En la fotografía, el presidente del Gobierno, ayer por la mañana, acompañado del biministro de Justicia e Interior, Juan Alberto Belloch. Ambos ríen abiertamente tras un policía del servicio de seguridad de Moncloa"
"21/12/1994 , El Mundo, 21/12/1994 [España] [Madrid, Unidad Editorial, 1995] Política";;"El Mundo, 21/12/1994";"21/12/94";"Política";"España";"Belloch y González ríen tras un policía del servicio de seguridad de Moncloa"
"21/12/1994 , El Mundo, 21/12/1994 [España] [Madrid, Unidad Editorial, 1995] Educación";;"El Mundo, 21/12/1994";"21/12/94";"Educación";"España";"«Cuando llegaron en el mes de agosto, costaba trabajo verles reír. Ahora, han recuperado gran parte de su alegría», constata satisfecha Mercedes, una cooperante española, para quien los tiempos más difíciles ya han pasado."
"22/11/1994 , El Mundo, 22/11/1994 [España] [Madrid, Unidad Editorial, 1995] Actualidad";;"El Mundo, 22/11/1994";"22/11/94";"Actualidad";"España";"Las favelas de Río, rodeadas por el ejército en busca de narcotráfico"
"05/03/1994 , El Mundo, 05/03/1994 [España] [Madrid, Unidad Editorial, 1994] Literatura";;"El Mundo, 05/03/1994";"5/3/94";"Literatura";"España";"John Cheever nació en Boston en 1912. Ha sido comparado con Nabokov. Uno de sus rasgos más visibles fue su incapacidad física para reír. Se cuenta que cuando encontraba algo divertido, se le retorcía la cara como si le doliera algo. Un reflejo, podría ser, de aquella profunda insatisfacción que arrastró durante toda su vida, pero que le permitió realizar una obra admirable donde se mezclan la fatalidad y la sorpresa ante un mundo que se revela cruel"
"05/03/1994 , El Mundo, 05/03/1994 [España] [Madrid, Unidad Editorial, 1994] Cine y vídeo";;"El Mundo, 05/03/1994";"5/3/94";"Cine y vídeo";"España";"En un partido de fútbol americano me dieron un puñetazo en la boca. En una jugada me pusieron la zancadilla y me pisotearon, se trataba de humillarme y reírse de mí —tenían toda una gama de motes, todos muy creativos, para llamarme—, hasta tal punto que mis padres decidieron ir a la escuela a recogerme y llevarme a casa en coche, a pesar de que el camino lo podía hacer a pie perfectamente."
"05/03/1994 , El Mundo, 05/03/1994 [España] [Madrid, Unidad Editorial, 1994] Cine y vídeo";;"El Mundo, 05/03/1994";"5/3/94";"Cine y vídeo";"España";"notable: Los viajes de Sullivan. Allí Joel Mc Crea, más frecuentemente héroe de westerns o de intrigas que galán de comedia, interpretaba a un director que decide huir de los sueños para conocer la vida en propia carne. La peripecia se convierte en una parábola sobre el sentido del espectáculo: no es menos importante hacer reír que rodar películas serias (como si las buenas comedias no lo fueran). A pesar del empeño mensajístico, el filme es todavía hoy un modelo de comedia sobre la comedia. Buen ejemplo para abrir esta lista."
"05/03/1994 , El Mundo, 05/03/1994 [España] [Madrid, Unidad Editorial, 1994] Sociología";;"El Mundo, 05/03/1994";"5/3/94";"Sociología";"España";"HERMIDA y compañía es un formato mediático puro. Esto significa que su espectacularidad no falla nunca pero también que cualquier contradicción efectiva queda desactivada. El pasado martes 2 yo había sentido un par de veces ya el cosquilleo irreverente de la risa, una sensación de inverosimilitud. No llegué a reírme porque la buena voluntad, la sinceridad y la seriedad de todos era obvia. Más acerado y milimétrico que nunca, Hermida iba a dar, por segunda vez, paso a la publicidad. En ese instante, Luis Antonio de Villena cometió la única transgresión real de la velada: contó una anécdota de Gil-Albert. Por lo visto Gil-Albert considera que"
"05/03/1994 , El Mundo, 05/03/1994 [España] [Madrid, Unidad Editorial, 1994] Cine y vídeo";;"El Mundo, 05/03/1994";"5/3/94";"Cine y vídeo";"España";"¿Quién le ha hecho reír más en el cine?"
"1994 GALA, ANTONIO, Los bellos durmientes [España] [Madrid, SGAE, 1995] Teatro";"GALA, ANTONIO";"Los bellos durmientes";1994;"Teatro";"España";"Voz de Nieves.— Porque si lo llamara a todas horas, quizá dejaría de serlo. En cambio, tú nunca podrás dejar de ser mi hija. Por eso te llamo a ti y no a él. Y además porque me sale de las pelotas. (Ríe Claudio. Diana, con una mirada, le detiene la risa)"
"1994 GALA, ANTONIO, Los bellos durmientes [España] [Madrid, SGAE, 1995] Teatro";"GALA, ANTONIO";"Los bellos durmientes";1994;"Teatro";"España";"Marcos.— Yo puedo sustituirlo con ventaja. (Se mueve como un robot, emite sonidos, limpia, fisga, olisquea... Ríen los jóvenes) En esta casa con tanto adelanto, lo más antiguo sois vosotros. Seguro que no os sentís más felices, ni más pacíficos, ni más amorosos que vuestros tatarabuelos. Vaya un progreso."
"1994 GALA, ANTONIO, Los bellos durmientes [España] [Madrid, SGAE, 1995] Teatro";"GALA, ANTONIO";"Los bellos durmientes";1994;"Teatro";"España";"Diana.— Qué agobio con las máximas indias. Hoy no tengo gana de reír."
"1994 GALA, ANTONIO, Los bellos durmientes [España] [Madrid, SGAE, 1995] Teatro";"GALA, ANTONIO";"Los bellos durmientes";1994;"Teatro";"España";"Marcos.— No te digo reír, sino ser feliz... Respira hondo..."
"20/08/1994 , El Mundo, 20/08/1994 [España] [Madrid, Unidad Editorial, 1995] Política";;"El Mundo, 20/08/1994";"20/8/94";"Política";"España";"y otras naciones de Occidente están siempre suministrando armas al Tercer Mundo y luego se lamentan. No olvidemos que casi todas las armas que se suministraron a Irak venían regularmente de Inglaterra y Estados Unidos y se decía que se quería crear allí una fuerza compensadora de Irán. Año tras año se celebran reuniones en lugares muy exóticos, como Río, para debatir estos temas, pero al final nunca se hace nada»."
"06/10/1994 , El Mundo, 06/10/1994 [España] [Madrid, Unidad Editorial, 1995] Medios de comunicación";;"El Mundo, 06/10/1994";"6/10/94";"Medios de comunicación";"España";"cadáveres de risas enlatadas, este sexólogo de la familia Ozores no las lleva? ¿Tal vez pretende ser de más categoría? No acabo de entenderlo. Estuve a punto de echarlas de menos (pero no: ¡Muerte a las carcajadas importadas de USA!); quizá con ellas hubiera comprendido donde quería el buen señor que me riera, qué cosas se suponía que eran graciosas... En fin, hay que reconocer que este sexólogo no es ni más ni menos bodrio que lo habitual; o sea, es un bodrio a secas; el material de «chistosas situaciones y malentendidos» con que está fabricado el guión no es distinto ni peor al de cualquier comedieta e, incluso,"
"24/08/1994 , El Mundo, 24/08/1994 [España] [Madrid, Unidad Editorial, 1995] Testimonios varios";;"El Mundo, 24/08/1994";"24/8/94";"Testimonios varios";"España";"tejas, hasta descolgarse, rozar el suelo y perderse en la noche, todas ellas disfrazadas de turistas suecas —escotes amplios, minifalda, transparencias—, pero ¡ay!, las marcas de los horribles bañadores usados por las mañanas en las playas las delataban, y los hombres, abrazados a las suecas, se reían de ellas."
"06/10/1994 , El Mundo, 06/10/1994 [España] [Madrid, Unidad Editorial, 1995] Política";;"El Mundo, 06/10/1994";"6/10/94";"Política";"España";"R.— (Ríe). Felipe González invitó a su recepción (el martes) a la delegación británica íntegra excepto a mí y a mi colega gibraltareño, Melvin Farrell. (Ríe con más fuerza). ¿Y qué hice yo? Pues en vez de comerme las cigalas de su buffet me comí un bocadillo de queso en el bar."
"06/10/1994 , El Mundo, 06/10/1994 [España] [Madrid, Unidad Editorial, 1995] Política";;"El Mundo, 06/10/1994";"6/10/94";"Política";"España";"R.— (Ríe). Felipe González invitó a su recepción (el martes) a la delegación británica íntegra excepto a mí y a mi colega gibraltareño, Melvin Farrell. (Ríe con más fuerza). ¿Y qué hice yo? Pues en vez de comerme las cigalas de su buffet me comí un bocadillo de queso en el bar."
"17/06/1994 , La Vanguardia, 17/06/1994 [España] [Barcelona, T.I.S.A, 1994] Escena";;"La Vanguardia, 17/06/1994";"17/6/94";"Escena";"España";"Sus ojos claros y sus expresivos movimientos delatan la gran trágica que lleva dentro. Y también algo de su ternura cuando cuenta que al llegar a Sitges, directamente del aeropuerto, y al pasear por el paseo le dijo al director Tehodoros Terzopoulos: ""¿Por qué es tan pequeña Barcelona?"". ""Se rió como tú ahora."" En teatro ha trabajado básicamente con Ljublimov, en el teatro Taganka, pero también con Efros y el desaparecido Vitez en obras del gran repertorio universal desde los griegos a Tennesese Willimas. Actriz de cine también con los grandes directores rusos, sobre todo en los 70, cuando se hacía un cine serio"
"17/06/1994 , La Vanguardia, 17/06/1994 [España] [Barcelona, T.I.S.A, 1994] Literatura";;"La Vanguardia, 17/06/1994";"17/6/94";"Literatura";"España";"La adaptación a las formas de la lírica japonesa, de la descripción metafórica del paisaje del río (en la sección titulada ""Riera Major"") y la lección del romanticismo inglés en estos versos escritos —como los de Wordsworth—, ""com fugint / d'allò que estem més que no pas darrere / allò que es vol"", se conjugan en un libro maduro, en el que no hay lugar para los convencionalismos de tanta poesía como parte"
"17/06/1994 , La Vanguardia, 17/06/1994 [España] [Barcelona, T.I.S.A, 1994] Educación";;"La Vanguardia, 17/06/1994";"17/6/94";"Educación";"España";"He aquí, brevemente, la textura narrativa de estos tres relatos que ha escrito un Eliade lleno de ironía, burlón, que invita al lector a reír con ganas sobre esas cosas de lo sagrado que ponen seria a tanta gente ridícula."
"24/08/1994 , El Mundo, 24/08/1994 [España] [Madrid, Unidad Editorial, 1995] Literatura";;"El Mundo, 24/08/1994";"24/8/94";"Literatura";"España";"—, me dediqué con fervor a copiar poemas, apuntar frases y perseguir los sitios en los que, supuestamente, la materia literaria abundaba. Copié, así, algunos de los poemas que Verlaine escribió sobre diferentes partes de la ciudad (entre ellos, aquél que comienza diciendo: «Toi, Seine, tu n'as rien. Deux quais, et voilà tout...»); apunté, también —en el cementerio de Montparnasse— todos los epitafios raros que encontré a mi paso (por ejemplo, uno que decía: «Aquí yace el que tanto huía, que también de ésta escaparía»); visité, por fin, la Closerie"
"22/11/1994 , El Mundo, 22/11/1994 [España] [Madrid, Unidad Editorial, 1995] Negocios";;"El Mundo, 22/11/1994";"22/11/94";"Negocios";"España";"La Asociación de Vecinos remitió en dicha fecha una carta de denuncia, acompañada de dos voluminosos dossiers en los que se recoje toda la documentación relativa al proceso de modificación y revisión de las normas subsidiarias de planeamiento de Sant Pere de Torelló y el Plan Parcial número 3, La Riera, que permitieron que Vilaró se embolsara 159 millones de pesetas."
"27/11/1994 , El Mundo, 27/11/1994 [España] [Madrid, Unidad Editorial, 1995] Actualidad";;"El Mundo, 27/11/1994";"27/11/94";"Actualidad";"España";"vida. «Fue hace tres años. Cogí a un par de chicos que me mandaron ir a Bembrive, a las afueras de la ciudad. Me pusieron dos jeringuillas, una en el cuello y otra en el costado, diciendo que tenían el Sida. Me sacaron del coche y me desnudaron por completo. Ahora me río, pero ¡me cago en la mar!, es una situación que no le deseo a nadie», confiesa. A José Manuel, su mejor amigo, le dispararon un tiro en el cuello «y tuvo un pie en el Pereiro (cementerio)»."
"08/04/1994 , El Mundo, 08/04/1994 [España] [Madrid, Unidad Editorial, 1995] Unión Europea";;"El Mundo, 08/04/1994";"8/4/94";"Unión Europea";"España";"Atenas añade: «Bruselas se ríe de los contactos que están teniendo lugar en Nueva York, bajo los auspicios de Cyrus Vance, y ni siquiera respeta los plazos fijados con la ONU, imponiendo sus propias fechas». El embargo económico fue decretado el pasado 16 de febrero para presionar a Skopje y poder abrir un diálogo positivo sobre los cuatro puntos que forman las tesis griegas en"
"27/11/1994 , El Mundo, 27/11/1994 [España] [Madrid, Unidad Editorial, 1995] Política";;"El Mundo, 27/11/1994";"27/11/94";"Política";"España";"del olé. Estamos en pleno «síndrome finstro». Toda España está hablando como Chiquito de la Calzada, pecadol de la pradera, diodeno. El «boom» del humor en las televisiones tiene en buena parte como protagonistas a andaluces. Siempre andamos entre el quejío del subdesarrollo y el chiste que cuenta el bufón para que se ría el señorito de turno, aunque el señorito sea ese nuevo dueño que son las dictaduras de las grandes audiencias de televisión. A mí esto me recuerda un pasaje de Blas Infante en «El Ideal Andaluz», que contaba aquella historia del payaso al que le habían cortado el labio superior para que siempre apareciera con la mueca de"
"27/11/1994 , El Mundo, 27/11/1994 [España] [Madrid, Unidad Editorial, 1995] Política";;"El Mundo, 27/11/1994";"27/11/94";"Política";"España";"el otro Chiqui(to), es de Málaga, ¿te sigues dando cuen? Lo más triste es que nadie se ha enterado que entre risas, se debatía un presupuesto de 1,9 billones de pesetas, en una tierra donde los parados, según la última EPA, son ya casi un millón. Esos sí que no se ríen."
"27/11/1994 , El Mundo, 27/11/1994 [España] [Madrid, Unidad Editorial, 1995] Política";;"El Mundo, 27/11/1994";"27/11/94";"Política";"España";"cada uno y puede alcanzar los 40 nudos. Y lo que nos interesa a los que no sabemos absolutamente nada de barcos: tiene seis literas, comedor-cocina y un baño. Vamos, que tú vas con este yate al muelle de Benabola de Puerto Banús y los árabes de los yates de verdad es que todavía se están riendo..."
"27/11/1994 , El Mundo, 27/11/1994 [España] [Madrid, Unidad Editorial, 1995] Medios de comunicación";;"El Mundo, 27/11/1994";"27/11/94";"Medios de comunicación";"España";"En este encuentro se analizarán los contenidos y formatos de 12 espacios. Las jornadas se dividirán en cuatro áreas temáticas: televisión impresionista; reír para no llorar; nuevos formatos de documentales y los jóvenes en la televisión."
"27/11/1994 , El Mundo, 27/11/1994 [España] [Madrid, Unidad Editorial, 1995] Actualidad";;"El Mundo, 27/11/1994";"27/11/94";"Actualidad";"España";"Después de posar durante unos minutos en los alrededores de la escalinata, la pareja dio un corto paseo por el jardín. Iban cogidos del brazo y, de vez en cuando, se reían. Ambos enseñaron repetidamente los objetos que se habían regalado: un reloj de pulsera de oro y un anillo de oro blanco con brillantes. Al final del corto trayecto, se sentaron en un banco. No llegaron a cruzarse una palabra. Tan sólo respondían, con las mismas frases a la «sed» informativa de los reporteros"
"19/05/1994 , La Vanguardia, 19/05/1994 [España] [Barcelona, T.I.S.A, 1994] Comercio";;"La Vanguardia, 19/05/1994";"19/5/94";"Comercio";"España";"Riera fue un vendedor de gran clase, un marchante preparado y seductor. Cosa bastante más infrecuente aquí de lo que cabría. Este es un país de comerciantes, sí, pero porque, antes y después de vérnoslos establecidos tras el mostrador, lo ha sido de grandes viajantes de comercio, de feriantes que no paran en"
"31/08/1994 , La Vanguardia, 31/08/1994 [España] [Barcelona, T.I.S.A, 1994] Testimonios varios";;"La Vanguardia, 31/08/1994";"31/8/94";"Testimonios varios";"España";", reproductiva, de aborto, de gays y lesbianas, de tipo de familia etcétera), parecen tener en sus pliegues una mueca, como diciendo, ""¿libertad?"". Sin respeto por el milagro, la vida, el matrimonio, la familia, construimos una civilización de esclavitud y muerte. JOSEP MARIA RIERA. Lleida."
"07/09/1994 , El Mundo, 07/09/1994 [España] [Madrid, Unidad Editorial, 1995] Cine y vídeo";;"El Mundo, 07/09/1994";"7/9/94";"Cine y vídeo";"España";"y sonrisas?) suele privarnos de la risa, el gesto más terapéutico y agradecible de nuestro cuerpo, el mejor bálsamo para el espíritu. Abundan los temas y los tratamientos dramáticos en las películas que exhiben los festivales de cine y hasta los espíritus de los espectadores más trascendentes están anhelando que aparezca un título que haga reír, que alivie de las innumerables tragedias que nos tragamos. Woody Allen es un director muy gracioso, pero como ya ha conseguido ser aceptado en el Olimpo del Arte, su comicidad tiene bula para ser programada en los festivales. El martes se proyectó su deliciosa Bullets over Broadway."
"07/09/1994 , El Mundo, 07/09/1994 [España] [Madrid, Unidad Editorial, 1995] Cine y vídeo";;"El Mundo, 07/09/1994";"7/9/94";"Cine y vídeo";"España";"Con este enloquecido argumento y con la extraordinaria capacidad que atesora actualmente Woody Allen para el milagro de hacer reír, para dotar de ritmo a las secuencias, para inventarse diálogos hilarantes, para elegir a los actores adecuados y extraer lo mejor de ellos, para sorprendernos en cada giro de la historia, lo más lógico es que consiga una comedia original y relajante, inteligente y divertida, y ésta lo es."
"07/09/1994 , El Mundo, 07/09/1994 [España] [Madrid, Unidad Editorial, 1995] Política";;"El Mundo, 07/09/1994";"7/9/94";"Política";"España";"PEDRO CALVO HERNANDO: Me río de las conspiraciones"
"07/09/1994 , El Mundo, 07/09/1994 [España] [Madrid, Unidad Editorial, 1995] Política";;"El Mundo, 07/09/1994";"7/9/94";"Política";"España";"Me río de las conspiraciones"
"07/09/1994 , El Mundo, 07/09/1994 [España] [Madrid, Unidad Editorial, 1995] Política";;"El Mundo, 07/09/1994";"7/9/94";"Política";"España";"Y por supuesto, me río de las conspiraciones de salón y no me infunden ningún respeto los conspiradores o aquellos que, sin tener la menor idea de lo que se cuece, se montan esas maravillosas columnas con base en el vacío o en la más estúpida vanidad."
"27/11/1994 , El Mundo, 27/11/1994 [España] [Madrid, Unidad Editorial, 1995] Política";;"El Mundo, 27/11/1994";"27/11/94";"Política";"España";"Si se le pregunta por el más reciente plan internacional de paz del «Grupo de Contacto» (EEUU, Rusia, Francia, Gran Bretaña y Alemania), que otorga el 51 por ciento del territorio de Bosnia a los serbio bosnios, legitimando su limpieza étnica, Achmid se ríe y se encoge de hombros. «Pienso regresar a mi casa. Los serbios jamás conservarán Jacje. Estamos consiguiendo más armas, tenemos ánimos y ahora estamos teniendo algún éxito», dice."
"18/08/1994 , La Vanguardia, 18/08/1994 [España] [Barcelona, T.I.S.A, 1994] Testimonios varios";;"La Vanguardia, 18/08/1994";"18/8/94";"Testimonios varios";"España";"básicos del respeto a la libertad individual y a los derechos de la persona humana, durante tanto tiempo pisoteados de forma inmisericorde por la revolución de octubre. Nosotros, los cincuentones, sabemos que se trata de principios cristianos. Nosotros hemos vivido mucho: ¿dejaremos un mundo en el que se podrá vivir? JOSEP MARIA RIERA MUNNE. Lleida.."
"1994 ARMADA, ALFONSO, Sin maldita esperanza [España] [Madrid, Antonio Machado, 1996] Teatro";"ARMADA, ALFONSO";"Sin maldita esperanza";1994;"Teatro";"España";". vida. Y más ahora. Ya lo creo. Tú tienes que dormir en tu mesita (la acerca a la cama para que la vea) y yo en la cama, como hacíamos antes de estar casados. Es la única manera de aguantar toda una vida. Yo te enciendo, tú me enciendes. Toca reír. (Rompe a reír) De vez en cuando te quito el polvo, te pongo unas gotitas de cristasol en la cara y otras de lavicera en el lomo, o de amoniacal, no, amoniacal, no, bueno, está bien, pues vacas que triscan y que ríen por los grandes pantanos del alma, eso es"
"1994 ARMADA, ALFONSO, Sin maldita esperanza [España] [Madrid, Antonio Machado, 1996] Teatro";"ARMADA, ALFONSO";"Sin maldita esperanza";1994;"Teatro";"España";"ahora. Ya lo creo. Tú tienes que dormir en tu mesita (la acerca a la cama para que la vea) y yo en la cama, como hacíamos antes de estar casados. Es la única manera de aguantar toda una vida. Yo te enciendo, tú me enciendes. Toca reír. (Rompe a reír) De vez en cuando te quito el polvo, te pongo unas gotitas de cristasol en la cara y otras de lavicera en el lomo, o de amoniacal, no, amoniacal, no, bueno, está bien, pues vacas que triscan y que ríen por los grandes pantanos del alma, eso es, por entre los pinos"
"1994 ARMADA, ALFONSO, Sin maldita esperanza [España] [Madrid, Antonio Machado, 1996] Teatro";"ARMADA, ALFONSO";"Sin maldita esperanza";1994;"Teatro";"España";"Yo te enciendo, tú me enciendes. Toca reír. (Rompe a reír) De vez en cuando te quito el polvo, te pongo unas gotitas de cristasol en la cara y otras de lavicera en el lomo, o de amoniacal, no, amoniacal, no, bueno, está bien, pues vacas que triscan y que ríen por los grandes pantanos del alma, eso es, por entre los pinos, se les llena la garganta de Agujas de pino y lloran como condenadas hijas de Eva. Toca llorar. (Rompe a llorar) Estos sábados de alcohol y lujuria, tantas tragedias, todos somos iguales, todos se merecen un respeto,"
"1994 ARMADA, ALFONSO, Sin maldita esperanza [España] [Madrid, Antonio Machado, 1996] Teatro";"ARMADA, ALFONSO";"Sin maldita esperanza";1994;"Teatro";"España";"«¡Que viene el lobo, que viene el lobo!», digámosle la buena nueva de una vez por todas, sin temor a equivocarnos., con la verdad por delante: «¡El lobo ya está aquí! Loado sea Dios, el lobo ya está aquí». Aplaudid, aplaudid, malditos. (Rompe a aplaudir y a reír al mismo tiempo.) Preguntaré en la farmacia, pediré control, un voto de confianza, ahora sí, en la droguería, en las mejores tiendas de moda, un corte profundo y sin anestesia, porque una manzana  no hace verano, pero ¿y un verano? Las golondrinas son los hijos de nuestros hijos. Si"
"08/12/1994 , El Mundo, 08/12/1994 [España] [Madrid, Unidad Editorial, 1995] Actualidad";;"El Mundo, 08/12/1994";"8/12/94";"Actualidad";"España";"«Lo peor de todo es que los policías se rieron de nosotros, dijeron que era un incidente sin importancia. En ningún momento intervinieron», explicó una mujer."
"30/07/1995 , La Vanguardia, 30/07/1995 [España] [Barcelona, T.I.S.A, 1995] Deportes";;"La Vanguardia, 30/07/1995";"30/7/95";"Deportes";"España";"Riera sigue líder en el Campeonato de Catalunya de turismos."
"1995 POZO, RAÚL DEL, Noche de tahúres [España] [Barcelona, Plaza y Janés, 1995] Novela";"POZO, RAÚL DEL";"Noche de tahúres";1995;"Novela";"España";"Me fui a acostar. Entonces recordé el día y maldije. El Viejo se había reído cuando vomité y eso que no me descompuse en el momento en que vimos el cadáver congelado, como congeladas se veían las hormigas que en hilera se habían quedado muertas en sus labios; los ojos muy abiertos como si aún mirara al que lo mató."
"1995 POZO, RAÚL DEL, Noche de tahúres [España] [Barcelona, Plaza y Janés, 1995] Novela";"POZO, RAÚL DEL";"Noche de tahúres";1995;"Novela";"España";"los jugadores sean muy machos. Algunos se cagan por las patas abajo cuando les envidan. Pero es cosa de siempre. De Muza decían que si era bujarrón, que si buscaba chaperos. A mí eso me da igual, que cada cual haga lo que quiera con su pijo. Pero ya le digo, se reían mucho de él."
"1995 POZO, RAÚL DEL, Noche de tahúres [España] [Barcelona, Plaza y Janés, 1995] Novela";"POZO, RAÚL DEL";"Noche de tahúres";1995;"Novela";"España";"El Viejo repasa delante de mí los últimos datos del informe y se ríe al comprobar que ya voy soltándome en el idioma de las germanías. Y se ríe cuando me ve comprar un décimo. Durante mi trabajo me aficioné a la lotería, me metí de lleno en esa costumbre de los jugadores que siempre esperan que salga premiado un número de la lotería, de los ciegos, del bingo,"
"1995 POZO, RAÚL DEL, Noche de tahúres [España] [Barcelona, Plaza y Janés, 1995] Novela";"POZO, RAÚL DEL";"Noche de tahúres";1995;"Novela";"España";"El Viejo repasa delante de mí los últimos datos del informe y se ríe al comprobar que ya voy soltándome en el idioma de las germanías. Y se ríe cuando me ve comprar un décimo. Durante mi trabajo me aficioné a la lotería, me metí de lleno en esa costumbre de los jugadores que siempre esperan que salga premiado un número de la lotería, de los ciegos, del bingo, de la primitiva."
"20/11/1995 , El Mundo, 20/11/1995 [España] [Madrid, Unidad Editorial, 1996] Medios de comunicación";;"El Mundo, 20/11/1995";"20/11/95";"Medios de comunicación";"España";"Buenafuente se ríe con y de sí mismo, de los invitados, del público y de los espectadores, acompañado de una serie de personajes ilustres, hasta ayer desconocidos, que ejercitan intensamente esa rarísima virtud que se llama ironía, inteligencia, buen gusto. Todo ello en medio de un caos disparatado y medido. El producto final resulta simultáneamente ameno"
"1995 MOSTERÍN, JESÚS, Los derechos de los animales [España] [Madrid, Debate, 1995] Ética";"MOSTERÍN, JESÚS";"Los derechos de los animales";1995;"Ética";"España";"España. En Roma todavía se celebraban corridas de toros en el siglo XIX. En los siglos XVI y XVII muchos miles de gatos —identificados con el diablo y la brujería— eran quemados vivos en público, en general en cestos sobre el fuego, a la altura justa para alargar al máximo su agonía. Sus gritos agónicos hacían reír a carcajadas al público. En algunas ciudades de Bélgica se arrojaban gatos desde las torres de los ayuntamientos al suelo en las fiestas. (En el siglo XIX los gatos de verdad fueron sustituidos por muñecos de gato, que continúan arrojándose ahora.)"
"1995 AMESTOY EGIGUREN, IGNACIO, Gernika, un grito. 1937. Tragedia actual en ocho escenas, con prólogo [España] [Madrid, Fundamentos, 1996] Teatro";"AMESTOY EGIGUREN, IGNACIO";"Gernika, un grito. 1937. Tragedia actual en ocho escenas, con prólogo";1995;"Teatro";"España";"Txomin (Sale en camisón.) Esta noche los perros ladran y Basili ríe. Los perros no pueden dormir algunas noches y por eso ladran. El que Basili ría en esta noche no tiene que ver con el lamento de los perros. Ella ríe porque siempre que hace el amor ríe. Como cuando se casó con Javier. Como, antes, más pequeña, cuando con catorce años anduvo"
