EjemploID;BIBLIOGRAFIA;AUTOR;TITULO;FECHA;CRITERIO;BLOQUE;MEDIO;SOPORTE;TEMA;PAIS;ZONA;TIPOLOGIA;NOTAS;CONCORDANCIA;Valido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perifrasis;Observaciones
504;Reverte, Javier: Barrio Cero. Barcelona: Planeta, 2010.;Reverte, Javier;Barrio Cero;2010;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;Pero un día me reí a carcajadas como creo que nunca me había reído antes, hasta el punto de que me dolían los músculos del estómago de tanto reír.;si;si;no;perfectivo;animado;;
506;Rico, Maite: «Tepito, barrio bravo de México». El País.com. Madrid: elpais.com, 2006-06-21.;Rico, Maite;El País.com;2006;Primera edición;No ficción;Escrito;Prensa;Política, economía y justicia;España;NA;NA;NA;"mancos: México es el tercer productor mundial de grabaciones piratas. Manuel, como el resto de los vendedores de vídeos, muestra su mercancía en un televisor con altavoces. Las bandas sonoras se entremezclan a todo volumen, en un estruendo enloquecedor. ¿De dónde saca la electricidad? ""Me la robo"", se ríe Manuel, señalando a un poste. ""Estamos cuatro o cinco en el mismo cable. El Gobierno lo permite"".";si;si;no;imperfectivo;animado;;
507;Ripoll, Ana: Los Incorpóreos I. El mundo de las sombras. Madrid: Siruela, 2010.;Ripoll, Ana;Los Incorpóreos I. El mundo de las sombras;2010;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;Gabriel se echó a reír al otro lado de la línea.;si;ambiguo;no;infinitivo;animado;posiblemente_reflexiva;
508;Ripoll, Laila: Santa Perpetua. Madrid: Huerga y Fierro Editores, 2011.;Ripoll, Laila;Santa Perpetua;2010;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;con saña, Se ve que me tiene ganas y no sé por qué. Nunca le vi en mi vida. Es de otro lugar. Dicen que miró a mi hermana con ansia en los ojos. Dicen que bajo la pretina se le encendieron fuegos de artificio cuando la vio pasar. Dicen que mi hermana se rio de él una vez. Suena a hueso roto y yo, que no comprendo nada, me duelo del brazo derecho con lágrimas en los ojos. Canela ataca y los hombres echan mano a las pistolas. Canela muerde con saña al 460 en el hombro, en las manos, en la cara. Los;si;si;si;perfectivo;animado;;
509;Rivera de la Cruz, Marta: En tiempo de prodigios. Barcelona: Planeta, 2006.;Rivera de la Cruz, Marta;En tiempo de prodigios;2006;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;guerra. Yo le juré que daría con usted aunque estuviese debajo de una piedra. Apunté el nombre de Ithzak, y también el suyo, y el de su ciudad, Ribanova, él lo pronunciaba muy gracioso, Gaifanofa, me decía, y me lo tuvo que deletrear porque no me enteraba. Recuerdo que nos reímos los dos. Y le aseguro que reírse en el campo era muy difícil. Eso pasó tres días antes de que se muriese. Yo creo que fue agotamiento, ¿sabe? Muchos morían así. Caían al suelo como sacos de patatas y ya no se levantaban. Simplemente, no podían más. Le;si;si;no;perfectivo;animado;;
510;"Rodríguez Marcos, Javier: «Entrevista: Antonio Gamoneda - Poeta. ""La poesía no es literatura""». El País.com. Madrid: elpais.com, 2007-04-23.";Rodríguez Marcos, Javier;El País.com;2007;Primera edición;No ficción;Escrito;Prensa;Ciencias sociales, creencias y pensamiento;España;NA;NA;NA;R. (Se ríe) El padre del presidente del gobierno y yo somos amigos desde antes de que naciera el presidente. Esas opiniones no me dieron demasiado disgusto porque estoy seguro de que ese tipo de relación o de causa no existe. El presidente tiene cosas mucho más importantes y urgentes que hacer que ocuparse de eso.;si;si;no;imperfectivo;animado;;
511;Rodríguez Rivero, Manuel: «Desvelando el mundo». ABC.es. Madrid: abc.es, 2006-04-14.;Rodríguez Rivero, Manuel;ABC.es;2006;Primera edición;No ficción;Escrito;Prensa;Ciencias sociales, creencias y pensamiento;España;NA;NA;NA;"porque no muestra pena ni arrepentimiento, porque se niega a fingir lo que la sociedad espera que sienta alguien en su lugar. El acusador resume su mayor delito: ""Señores del jurado, al día siguiente de la muerte de su madre, este hombre se bañaba, iniciaba una relación irregular e iba a reírse a una película cómica. No tengo más que decirles"".";si;si;no;infinitivo;animado;no_reflexiva;
512;Rodríguez Sánchez, Alejandro: «Dios aprieta». Blasco Mena, Lola ... [et al.]: Teatro. Piezas breves. Resad. Alumnos 2008/2009. Madrid: Fundamentos, 2009.;Blasco Mena, Lola ... [et al.];Teatro. Piezas breves. Resad. Alumnos 2008/2009;2009;Primera edición;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;(Ríen. Se abrazan. Oscuro.);si;no;no;imperfectivo;animado;;
513;"Rodríguez, Jorge A.; De Sandoval, Pablo X.: «La investigación del 11-M. Tres años de mentiras correosas». El País.com. Madrid: elpais.com, 2007-10-31.";"Rodríguez, Jorge A.; De Sandoval, Pablo X.";El País.com;2007;Primera edición;No ficción;Escrito;Prensa;Política, economía y justicia;España;NA;NA;NA;- Un etarra se ríe del tribunal. Con el país en estado de choque, en la tarde del 12 de marzo de 2004, el entonces secretario de Estado de Seguridad, Ignacio Astarloa, encargó un informe sobre la relación entre ETA e islamistas radicales, que ayudara a so;si;si;si;imperfectivo;animado;;
514;Rodríguez, Maxi: «Las aeróbicas». La Ratonera. Asturias: ORIS Teatro, 2007.;Rodríguez, Maxi;La Ratonera;2007;Primera edición;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;Margarita.- ¡Calla, calla, no me puedo reír, que me duele todo!;si;si;no;infinitivo;animado;no_reflexiva;
515;Rodríguez, Sergio: Canto rodado. Madrid: Castalia, 2007.;Rodríguez, Sergio;Canto rodado;2007;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;IX Premio Tiflos de Novela;"Mi madre hizo lo último que me habría esperado: Se echó a reír, o más que a reír, a gimotear. La mandíbula inferior le temblaba a medio camino entre la carcajada y el llanto nervioso. De pronto dejó de reír en seco y me miró poseída; se quiso incorporar pero las llagas no la dejaron, tuvo que apoyarse en mí para no caer al suelo. Colgada de mis hombros volvió a mirarme, pero ahora con expresión vencida, con el arrepentimiento y la vergüenza tirándola de los pelos. ""¿Quién";si;no;no;infinitivo;animado;no_reflexiva;
516;Roel, Lola: «Aullidos y humareda». Aullidos y humareda. Las ratas van a la oficina. Madrid: Fundamentos, 2010.;Roel, Lola;Aullidos y humareda. Las ratas van a la oficina;2010;Primera edición;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;Ulises.- Por eso mismo lo digo, mientras escribimos no estamos obligados a engrasar la máquina. Podemos llorar, reír o incluso matar, sin necesidad de mover un solo músculo. Y lo que todavía es mejor: sin estar vivos. (Silencio.) ¿Tú crees que yo estoy vivo? O mejor aún, ¿quién crees que está más muerto: El Librero o yo?;si;no;no;infinitivo;animado;no_reflexiva;
517;Rojano, Antonio: La decadencia en Varsovia. antoniorojano.files.wordpress.com: antoniorojano.files.wordpress.com, 2013-05-17.;Rojano, Antonio;La decadencia en Varsovia;2007;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;VIII Premio “Miguel Romero Esteo” 2006, Premio “Marqués de Bradomín” 2006. Fecha de publicación: fecha de descarga del texto fuente;CHARLES. Aquí apesta a cadáver. Justo en este punto. Está todo el olor concentrado. Tiene que haber alguna momia enterrada, corrompiéndose en una caja. ¿A quién coño has matado, tío? (Ríe. Se detiene. Pausa.) Perdona, era una broma estúpida.;si;no;no;imperfectivo;animado;;
518;Romeo, Félix: «A las cinco, vino en el Majestic». El País.com. El viajero. Madrid: elviajero.elpais.com, 2010-08-21.;Romeo, Félix;El País.com. El viajero;2010;Primera edición;No ficción;Escrito;Prensa;Actualidad, ocio y vida cotidiana;España;NA;NA;Periodicidad: semanal;Oporto tiene la capacidad de integrar muy rápidamente los elementos nuevos en la vieja trama. Así, las esculturas de Juan Muñoz, que se exhiben con reverencia y con enormes medidas de seguridad en los museos de medio mundo, esos personajes inquietantes que se ríen de todo, están instaladas a la intemperie en un parque muy cercano al Centro Português da Fotografía: parecen llevar toda la vida allí, los porteños les dan de comer y de beber y los niños trepan sobre ellas.;si;si;si;imperfectivo;animado;;
520;Royuela, Fernando: «Almuerzo regio». El rombo de Michaelis. Madrid: Alfaguara, 2007.;Royuela, Fernando;El rombo de Michaelis;2007;Primera edición;Ficción;Escrito;Libro;Relato;España;NA;Ficción;NA;vapores de la digestión de tan suculenta cena. A la mañana siguiente cuando despertaron el puchero seguía hirviendo. La vieja le preguntó al monarca si había apetito y el Rey asintió con la curiosidad de comprobar a qué sabría a esas horas lo del puchero. La tía Perica le llenó un cazo y el Rey rió de satisfacción al comprobar que aquella sopa verde que cataba tenía gusto a huevos fritos con torreznos, untados en pan candeal. El marqués de la Bola desayunó con apetito y le propuso a la vieja, si el Rey no tenía inconveniente, llevársela con él a su Palacio de Linares. El monarca le;si;no;no;perfectivo;animado;;
521;Royuela, Fernando: «Chewing tábanos». El rombo de Michaelis. Madrid: Alfaguara, 2007.;Royuela, Fernando;El rombo de Michaelis;2007;Primera edición;Ficción;Escrito;Libro;Relato;España;NA;Ficción;NA;La vieja se echó a reír a carcajadas. Cuando se le pasó el ataque retomó la compostura y le explicó que nada de lo suyo estaba en venta. Ni por todo el oro del mundo se desharía de aquel lugar benéfico y protector. Fungo le ofreció entonces ponerle a la finca el precio que ella quisiera, pero ella le repuso;si;ambiguo;no;infinitivo;animado;posiblemente_reflexiva;
522;Royuela, Fernando: «El desierto de Barriola». El rombo de Michaelis. Madrid: Alfaguara, 2007.;Royuela, Fernando;El rombo de Michaelis;2007;Primera edición;Ficción;Escrito;Libro;Relato;España;NA;Ficción;NA;entusiasmo de emprender que a lo largo de la historia ha identificado al empresario vasco. Tras diversos intentos infructuosos y valiéndose de las recomendaciones de una tía abuela suya, monja de clausura en el convento de Valmasillo, cerca de Astigarraga, consiguió por fin exponer su idea a un asesor técnico del consejero, quien se rió en sus barbas y le mandó con viento fresco a visitar a un médico psiquiatra para que le tratase con urgencia su alteración mental presenil.;si;si;no;perfectivo;animado;;
523;Royuela, Fernando: «Nocturno». El rombo de Michaelis. Madrid: Alfaguara, 2007.;Royuela, Fernando;El rombo de Michaelis;2007;Primera edición;Ficción;Escrito;Libro;Relato;España;NA;Ficción;NA;no tuvo otra ocurrencia que bajar la caja hasta que ésta se encalló y subirse luego en ella para acto seguido ponerse a dar botes a lo energúmeno. A los veinte saltos el contrachapado de un extremo se rajó y el ataúd cayó con estruendo al fondo de la fosa con el sepulturero encima. Nadie rió y todos marcharon sin hablarse, dando gracias a Dios por que aquella escena desagradable no se hubiera prolongado en exceso.;si;no;no;perfectivo;animado;;
524;Roz, Guillermo: «Iwasaki y la risa en el espejo». Soñamos España. www.periodistadigital.com: periodistadigital.com, 2009-10-26.;Roz, Guillermo;Soñamos España;2009;Fecha de escritura;No ficción;Escrito;NA;Ciencias sociales, creencias y pensamiento;España;NA;Blog;NA;Fernando Iwasaki, uno de los más agudos y prolíficos escritores latinoamericanos que residen en España, desconcha los ridículos del mercado en el que le toca editar, se ríe de los personajes más esperpénticos no necesariamente vinculados a su profesión, y termina construyendo un circo fenomenal, como un chiste de escritores pero que no sólo arrancas sonrisas, sino que también invita a la reflexión.;si;si;si;imperfectivo;animado;;
525;Rubio, Alicia: «El PSOE exige la dimisión de los dos ediles del caso de los contratos 'a dedo'». Laverdad.es. Murcia: laverdad.es, 2009-01-28.;Rubio, Alicia;Laverdad.es;2009;Primera edición;No ficción;Escrito;Prensa;Política, economía y justicia;España;NA;NA;NA;Por su parte, la portavoz del grupo independiente de Torre Pacheco, Rosalía Rosique calificaba, de «vergonzoso» que los medios de comunicación tengan más información que los grupos de la oposición: «Se están riendo de la oposición, no me parece correcto cómo está actuando el Gobierno municipal», añadía. Y es que, según Rosique el ayuntamiento «no nos facilita absolutamente nada, ni de los presupuestos, ni de decretos y cuando lo hacen han pasado cuatro meses». En este sentido, la portavoz independiente explica que,;si;si;si;gerundio;animado;no_reflexiva;
526;Rubio, Juan Carlos: Arizona. Una tragedia musical americana. s. l.: juancarlosrubio.com, 2006.;Rubio, Juan Carlos;Arizona. Una tragedia musical americana;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;"Mención de honor del Premio Lope de Vega 2006. Premio ""Raúl Moreno"" FATEX 2006";Ella canta cada vez más decidida. Suena una música. La mujer saca un micrófono e interpreta un tema musical. al acabar, los dos ríen felices.;si;no;no;imperfectivo;animado;;
527;Rubio, Juan Carlos: Tres. www.juancarlosrubio.com: juancarlosrubio.com, 2013-01-18.;Rubio, Juan Carlos;Tres;2009;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;Fecha de publicación: fecha de descarga del texto fuente;"Rocío sale. Carlota agarra las manos de Ángela y ambas juegan al ""Maisefoyuti"". al acabar ríen como dos crías.";si;no;no;imperfectivo;animado;;
528;Ruiz de Elvira, Antonio: «Clima. Cambiar el cambio climático». El Mundo.es. Madrid: elmundo.es, 2010-04-09.;Ruiz de Elvira, Antonio;El Mundo.es;2010;Primera edición;No ficción;Escrito;Prensa;Ciencias y tecnología;España;NA;NA;NA;"El ser humano se resiste al cambio. A mi me rechazan proyectos e ideas porque son nuevas, y ""no podemos financiar ideas no contrastadas ni comprobadas"". No me puedo (aqui se reirán mucho los amables comentaristas de estos blogs) evidentemente, comparar con Galileo, o con Faraday, o con Max Planck, o con tantos otros a quienes rechazaron las ideas por no ser de uso común.";si;si;no;imperfectivo;animado;;
530;"Ruiz Mantilla, Jesús: «ENTREVISTA: RUGGERO RAIMONDI Bajo barítono. ""¡Vengan al teatro a disfrutar, no a ver psicodramas!""». El País.com. Madrid: elpais.com, 2006-02-16.";Ruiz Mantilla, Jesús;El País.com;2006;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;"Se presenta con un amplio abrigo verde, una bufanda beis elegantísima y larga, a la medida de su altura impactante. Ríe mientras recuerda con su memoria de notario sus comienzos en Italia y su salto rápido al Metropolitan de Nueva York, donde despuntó una larga carrera. ""del principio me acuerdo; del final, también, pero del medio... nada"", afirma al tiempo que pone título, fecha y lugar a los pasos más";si;no;no;imperfectivo;animado;;
532;Ruiz, Inmaculada: «El rincón. Marta Gili, más que el arte por el arte». El País.com. Babelia. Madrid: elpais.com/suple/babelia, 2010-02-13.;Ruiz, Inmaculada;El País.com. Babelia;2010;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;Periodicidad: semanal;"La he dejado porque me parece que representa perfectamente a un director"", bromea. ""Es un hombre deprimido, y para compensar, puse a aquellas tres"", dice señalando, en la pared contraria, tres pequeñas fotografías de finales del XIX de los estudios del psiquiatra Charcot sobre la histeria. Gili se ríe mientras enseña a las tres pintorescas damas enmarcadas en estado de catalepsia. ""Me gustan porque tienen todos los tópicos: los hombres piensan, se deprimen, y las mujeres son unas histéricas"". En eso se resume gran parte del espíritu con el que se enfrenta a su trabajo: ""A mí no me";si;si;no;imperfectivo;animado;;
533;Saiz Ripoll, Anabel: «REPORTAJE: LITERATURA FANTÁSTICA EN ESPAÑOL. Universos españoles». El País.com. Babelia. Madrid: elpais.com/diario/babelia, 2006-08-19.;Saiz Ripoll, Anabel;El País.com. Babelia;2006;Primera edición;No ficción;Escrito;Prensa;Ciencias sociales, creencias y pensamiento;España;NA;NA;NA;de estos personajes se saben distintos y eso les crea problemas porque son especiales, rompen con lo considerado normal. Así son, por ejemplo, los protagonistas de las Memorias de Idhún, Victoria, Jack y Kirtash. Los sentimientos hacen que los personajes de Laura Gallego sean reales, ya que se emocionan, lloran y sufren, ríen y aman, aunque no siempre tengan una naturaleza del todo humana.;si;no;no;imperfectivo;animado;;
534;Salamanca Fernández, Ricardo: «¡No haberte muerto!». Teatro. Piezas breves. Alumnos Resad. Curso 2009-2010. Madrid: Fundamentos, 2010.;Salamanca Fernández, Ricardo;Teatro. Piezas breves. Alumnos Resad. Curso 2009-2010;2010;Primera edición;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;Francisco.- Muy pesadas. Se reían de él. Todo el rato.;si;si;si;imperfectivo;animado;;
535;"San Antonio, Iván: «Jeffren Suárez: ""Que los del filial te pasen por delante duele lo suyo""». Sport.es. Barcelona: sport.es, 2010-10-25.";San Antonio, Iván;Sport.es;2010;Primera edición;No ficción;Escrito;Prensa;Actualidad, ocio y vida cotidiana;España;NA;NA;NA;Cuando oye que la plantilla es corta, ¿se echa a reír?;si;ambiguo;no;infinitivo;animado;posiblemente_reflexiva;
536;San Basilio, Fernando: Mi gran novela sobre La Vaguada. Madrid: Caballo de Troya, 2010.;San Basilio, Fernando;Mi gran novela sobre La Vaguada;2010;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;una Noche de los Libros, le pagaron doscientos euros por leer uno de sus cuentos en el Círculo de Bellas Artes. Elmar y yo fuimos a ver cómo lo leía. Elmar se pasó toda la lectura dándome codazos y levantando las cejas y al final yo tenía que sujetarme el estómago para no romper a reír. Fernando nos llevaba también a presentaciones de libros donde daban un poco de vino de Madrid o de La Mancha en vasitos de plástico blanco y galletas saladas. Las presentaciones eran tristes y decadentes: el autor no sabía qué hacer con las manos y bajaba los párpados cuando el presentador decía que aquella novela era fabulosa y se;si;no;no;infinitivo;animado;no_reflexiva;
537;Sánchez García, José: «De las celebraciones para los santos a la mulid dance music: Utopía y juventud en Egipto». Trans. Revista transcultural de música. Barcelona: sibetrans.com, 2010.;Sánchez García, José;Trans. Revista transcultural de música;2010;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;Periodicidad: anual;l santo, obtener baraka besando el cenotafio, sentarse delante de casa y mirar el paisaje humano, ir al tiro al blanco y elegir una atracción de feria controlada por una muchacha bonita, donar alimentos o bebidas, dar limosnas, sentirse en comunión con Dios, ganar dinero vendiendo productos baratos, reírse de la gente, participar o admirar una procesión, elogiar al Profeta, buscar contacto furtivo con las mujeres aprovechándose de la muchedumbre, comprar recuerdos, recitar el Corán y poesía religiosa, reencontrarse con viejos conocidos: en definitiva, muchas de las prácticas que un egipcio, generalmente, consideraría profanas.;si;si;si;infinitivo;ambiguo;;
538;Sánchez Vigil, Juan Manuel: El amuleto yoruba. Madrid: Alfaguara, 2010.;Sánchez Vigil, Juan Manuel;El amuleto yoruba;2010;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;Ogbi saltó de la silla como si hubiera descubierto un tesoro. En rápidos y acompasados movimientos, comenzó a ejecutar la danza de los guerreros yoruba, la que el abuelo bailaba en las fiestas de los antepasados y que le había enseñado cuando apenas levantaba unos cuantos palmos del suelo. Estaba feliz y reía a carcajadas mostrando sus dientes blancos de marfil. Se golpeaba en el pecho con las palmas de las manos y movía las piernas al ritmo de una música que sólo escuchaba en su mente. De vez en cuando se detenía y miraba el mapa, pero al instante le volvía la locura y agitaba la cabeza, los hombros;si;no;no;imperfectivo;animado;;
539;Sánchez, Clara: Lo que esconde tu nombre. Barcelona: Destino, 2010.;Sánchez, Clara;Lo que esconde tu nombre;2010;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;-Sí, ya sé que estuviste mirando. Yo también me habría asomado si hubiese podido subirme de pie encima de una moto -dijo riéndose.;si;si;no;gerundio;animado;;
541;Sanchis Sinisterra, José: Próspero sueña Julieta (o viceversa). Madrid: Editorial Fundamentos, 2010.;Sanchis Sinisterra, José;Próspero sueña Julieta (o viceversa);2010;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;Ríe más.;si;no;no;imperfectivo;animado;;
542;Sanchis Sinisterra, José: Textículos. México D.F.: Paso de gato, 2010.;Sanchis Sinisterra, José;Textículos;2010;Primera edición;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;, que te puso en mi vida... Él me dijo: cambia el testamento. Y yo le escuché... Sí, amor... Todo para ti... Ya sé que no lo entenderán, pero... Eso es: que se jodan. Y al padre Damián... ¡que le den por el culo! (Ríe candorosamente.);si;no;no;imperfectivo;animado;;
543;Sanguino, Francisco José: Incertidumbre. www.sanguino.info: sanguino.info, 2013-01-18.;Sanguino, Francisco José;Incertidumbre;2007;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;Fecha de publicación: fecha de descarga del texto fuente;Ramón se ríe. Esta gente se cree que la vida es una película, piensa. La cápsula se abre e Ramón se dirige a la salida.;si;si;no;imperfectivo;animado;;
546;Savater, Fernando: «La batalla de la razón». El País.com. Babelia. Madrid: elpais.com/babelia, 2007-04-21.;Savater, Fernando;El País.com. Babelia;2007;Primera edición;No ficción;Escrito;Prensa;Ciencias sociales, creencias y pensamiento;España;NA;NA;NA;los enigmas postizos de El Código Da Vinci y otras sábanas santas. Por lo demás, esta gran obra tiene un lado terrible, como toda verdadera tarea del espíritu cuando sopla en libertad: Thomas Carlyle, pensando en la Revolución Francesa, dijo que la segunda edición de la Enciclopedia fue encuadernada con la piel de quienes se rieron de la primera...;si;si;si;perfectivo;animado;;
547;Saz-Marín, Ana Isabel: S.O.S. Adolescentes. Madrid: Santillana, 2007.;Saz-Marín, Ana Isabel;S.O.S. Adolescentes;2007;Primera edición;No ficción;Escrito;Libro;Ciencias sociales, creencias y pensamiento;España;NA;Divulgación;NA;A la realidad nos remitimos entonces: un hijo no es siempre un hermoso bebé que ríe y llora, que dice primero «papá» o «mamá» según las conveniencias y que se acomoda siempre a nuestros ritmos y necesidades.;si;no;no;imperfectivo;animado;;
549;"Serra, Catalina: «ENTREVISTA: GUY SCHRAENEN. ""El arte contemporáneo dejó de interesarme a partir de los años ochenta""». El País.com. Madrid: elpais.com, 2006-05-16.";Serra, Catalina;El País.com;2006;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;"en Londres en una fecha que, coqueto, se niega a desvelar. Aunque ahora vive en París, la mayor parte de su vida y, sobre todo, su pasión coleccionista se desarrolló en Bélgica, un país al que en los noventa ofreció su colección de ediciones alternativas de artistas sin éxito. ""Se rieron de mí"", recuerda aún indignado. Ahora, esta ingente colección de fanzines, libros y carteles está en el Neues Museum Weserburg de Bremen, que la adquirió hace unos años y montó con ella una exposición, Edición agotada, que pudo verse en el Museo de Arte Contemporáneo de Barcelona (Macba) en";si;si;si;perfectivo;animado;;
550;Sierra I Fabra, Jordi: Berta Mir detective: El caso del falso accidente. Madrid: Siruela, 2010.;Sierra I Fabra, Jordi;Berta Mir detective: El caso del falso accidente;2010;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;Aguanté diez minutos más. Bailamos hasta que el efecto del éxtasis fue evidente. Martín empezó a sudar, a reírse como un loco. Su labio inferior se puso a temblar por su cuenta. Si ni un supuesto ligue como era yo le hacía mantenerse estable...;si;si;no;infinitivo;animado;no_reflexiva;
551;Solano, Francisco: Rastros de nadie. Madrid: Ediciones Siruela, 2006.;Solano, Francisco;Rastros de nadie;2006;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;"y consideré prudente no añadir nada. Miré sus ojos, en los que se distinguía una luz rojiza, y debajo la rabia que le había suscitado la palabra ""reyezuelo"". Retrocedí un poco más, hasta que mi mano tropezó con una falda de lana. Me volví, pedí perdón a la señora (se estaba riendo y no hizo caso de mi disculpa), y me resigné a lo que hubiera de venir, atento a su cabeza y al movimiento de sus manos.";si;si;no;gerundio;animado;no_reflexiva;
552;STorres: «Señorita, puede continuar...». Nadie es tan misterioso como se cree que es.. storresg.blogspot.com.es: storresg.blogspot.com.es, 2007-12-10.;STorres;Nadie es tan misterioso como se cree que es.;2007;Primera edición;No ficción;Escrito;NA;Actualidad, ocio y vida cotidiana;España;NA;Blog;NA;"Civil y no he soplado ni una vez. Nunca he tenido que soplar!! ¿Pero por qué no me dejan hacer la prueba?? ¿Es que yo no puedo ir completamente borracha? Yo iba ilusionada pensando que sí, que esta vez llegaría mi momento... pero de nuevo.... decepción. Cuando cuento esto la gente se ríe, no lo entienden, yo vivo frustrada, me siento discriminada por el cuerpo de la Guardia Civil de Tráfico. Quiero mi momento para soplar y decir: ""sí, jeje, no doy, eh?"". Claro está que esto se volverá en mi contra el día que me hagan soplar y no haya calculado";si;si;no;imperfectivo;animado;;
553;Suárez, Olga: «Colgar vídeos en Youtube ya no es tan divertido». La Voz de Galicia.es. A Coruña: lavozdegalicia.es, 2007-11-29.;Suárez, Olga;La Voz de Galicia.es;2007;Primera edición;No ficción;Escrito;Prensa;Política, economía y justicia;España;NA;NA;NA;"El segundo caso, el de los vídeos que muestran agresiones, también ha dado de qué hablar. En muchos casos, la retirada de estos contenidos se producía tras una denuncia; hace poco un padre logró que desaparecieran de la red imágenes en las que varios desconocidos se reían de un hombre de 46 años, enfermo de esquizofrenia. Desde que Google adquirió el portal Youtube ha establecido una autorregulación para evitar este tipo de incidentes; cuando un usuario estima que un vídeo viola algún derecho fundamental o induce algún delito, puede avisar a través de una herramienta, a través de la cual se activa un mecanismo de investigación.";si;si;si;imperfectivo;animado;;
554;Tacho Rufino: «Padre e hijo». ¿Quién da la vez?. http://blogs.grupojoly.com/tacho-rufino/: blogs.grupojoly.com, 2009-02-26.;Tacho Rufino;¿Quién da la vez?;2009;Primera edición;No ficción;Escrito;NA;Ciencias sociales, creencias y pensamiento;España;NA;Blog;NA;naturalidad, no intentó en ningún momento ayudarle, y él seguía hablando al niño mientras hacía lo que debía de ser un enorme esfuerzo por superar bordillos canallas y coches mal aparcados. No perdió la sonrisa, ni dejó de echar su aliento protector en la breve nuca de su cachorro, arqueando sus cejas a la vez que reía o señalaba algo interesante que mirar o explicar. Pensé que aquel niño iba a ser muy feliz -sin duda, al menos, en sus primeros años-, en parte gracias a su papá, y que aquella felicidad era una felicidad que compartía con su progenitor, y que ella redimiría a mi héroe de ayer;si;no;no;imperfectivo;animado;;
555;Torres Blandina, Alberto: Niños rociando gato con gasolina. Madrid: Ediciones Siruela, 2009.;Torres Blandina, Alberto;Niños rociando gato con gasolina;2009;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;más exaltada que de costumbre. Le aseguró que siempre funcionaba y le enseñó la parte interior del muslo, llena de cicatrices de distinta antigüedad. Es como una lámpara mágica. Escribes tu deseo sobre la carne con algo afilado y se cumple. El niño la observó incrédulo. ¿Pero no duele? Rosa se rió de forma sarcástica. Si no doliese no funcionaría. Es un sacrificio. Los sacrificios consisten en dar algo para conseguir algo. Cuanto más duela, mayor garantía habrá de que tu deseo se cumpla.;si;si;no;perfectivo;animado;;
556;Torres, David: «Stanislaw Lem, el poeta del Cosmos». El Mundo.es. Madrid: elmundo.es, 2006-03-28.;Torres, David;El Mundo.es;2006;Primera edición;No ficción;Escrito;Prensa;Ciencias sociales, creencias y pensamiento;España;NA;Reportaje;NA;para niños sin que las autoridades comunistas cayeran en la cuenta de la formidable y ácida diatriba contra el régimen que ocultaban sus relatos. En 1971 Lem dio un nuevo giro con la publicación de 'Vacío perfecto', una colección de reseñas de libros imaginarios, en la estela de Voltaire y Borges, donde aprovecha para reírse de Joyce, del 'noveau roman', de Dostoievsky y de sí mismo.;si;si;si;infinitivo;animado;;
